season,label,seed,school_ncaa,opp_seed,opp_ncaa
2011,win,10,Florida St.,02,Notre Dame
2011,win,10,Florida St.,07,Texas A&M
2006,win,11,George Mason,03,North Carolina
2006,win,11,George Mason,01,UConn
2006,win,11,George Mason,07,Wichita St.
2006,win,11,George Mason,06,Michigan St.
1993,win,06,Illinois,11,Long Beach St.
2003,win,04,Illinois,13,Western Ky.
2006,win,04,Illinois,13,Air Force
2011,win,09,Illinois,08,UNLV
2007,win,07,Indiana,10,Gonzaga
1995,win,07,Iowa St.,10,Florida
2005,win,09,Iowa St.,08,Minnesota
2013,win,10,Iowa St.,07,Notre Dame
1987,win,09,Kansas St.,08,Georgia
2010,win,02,Kansas St.,15,North Texas
2017,win,11,Kansas St.,11,Wake Forest
2010,win,02,Kansas St.,07,BYU
2010,win,02,Kansas St.,06,Xavier
2013,win,13,La Salle,13,Boise St.
2013,win,13,La Salle,04,Kansas St.
2013,win,13,La Salle,12,Ole Miss
1990,win,11,Loyola Marymount,03,Michigan
1988,win,10,Loyola Marymount,07,Wyoming
1990,win,11,Loyola Marymount,07,Alabama
1990,win,11,Loyola Marymount,06,New Mexico St.
1986,win,02,Louisville,08,Auburn
2012,win,04,Louisville,07,Florida
2012,win,04,Louisville,05,New Mexico
1986,win,02,Louisville,11,LSU
1986,win,02,Louisville,03,North Carolina
1986,win,02,Louisville,07,Bradley
2012,win,04,Louisville,13,Davidson
1994,win,03,Louisville,06,Minnesota
1994,win,03,Louisville,14,Boise St.
2012,win,04,Louisville,01,Michigan St.
1986,win,02,Louisville,15,Drexel
1986,win,02,Louisville,01,Duke
1990,win,04,Louisville,13,Idaho
2000,win,04,LSU,13,Southeast Mo. St.
2000,win,04,LSU,05,Texas
1995,win,13,Manhattan,04,Oklahoma
2009,win,02,Memphis,10,Maryland
2009,win,02,Memphis,15,CSUN
2012,win,01,Michigan St.,09,Saint Louis
2001,win,01,Michigan St.,11,Temple
2001,win,01,Michigan St.,12,Gonzaga
2012,win,01,Michigan St.,16,LIU Brooklyn
2001,win,01,Michigan St.,09,Fresno St.
1991,win,05,Michigan St.,12,Green Bay
2001,win,01,Michigan St.,16,Alabama St.
2017,win,12,Middle Tenn.,05,Minnesota
1989,win,13,Middle Tenn.,04,Florida St.
2004,win,10,Nevada,07,Michigan St.
2004,win,10,Nevada,02,Gonzaga
2005,win,16,Oakland,16,Alabama A&M
2014,win,07,Oregon,10,BYU
2015,win,08,Oregon,09,Oklahoma St.
2016,win,01,Oregon,16,Holy Cross
2016,win,01,Oregon,04,Duke
2016,win,01,Oregon,08,Saint Joseph's
1992,win,01,Ohio St.,16,Mississippi Val.
1992,win,01,Ohio St.,04,North Carolina
1990,win,08,Ohio St.,09,Providence
2002,win,04,Ohio St.,13,Davidson
2013,win,02,Ohio St.,06,Arizona
1992,win,01,Ohio St.,09,UConn
2013,win,02,Ohio St.,10,Iowa St.
2013,win,02,Ohio St.,15,Iona
2015,win,10,Ohio St.,07,VCU
2004,win,12,Pacific,05,Providence
2001,win,07,Penn St.,10,Providence
2001,win,07,Penn St.,02,North Carolina
2000,win,06,Purdue,03,Oklahoma
2011,win,03,Purdue,14,Saint Peter's
1996,win,01,Purdue,16,Western Caro.
2009,win,05,Purdue,04,Washington
2009,win,05,Purdue,12,UNI
2000,win,06,Purdue,10,Gonzaga
2008,win,06,Purdue,11,Baylor
2000,win,06,Purdue,11,Dayton
1993,win,15,Santa Clara,02,Arizona
1996,win,10,Santa Clara,07,Maryland
2007,win,04,Southern Ill.,13,Holy Cross
2007,win,04,Southern Ill.,05,Virginia Tech
1986,win,01,St. John's (NY),16,Montana St.
2000,win,02,St. John's (NY),15,Northern Ariz.
1998,win,10,Saint Louis,07,Massachusetts
2012,win,09,Saint Louis,08,Memphis
1993,win,13,Southern U.,04,Georgia Tech
1996,win,04,Syracuse,05,Mississippi St.
1996,win,04,Syracuse,12,Drexel
1996,win,04,Syracuse,08,Georgia
1996,win,04,Syracuse,13,Montana St.
2010,win,01,Syracuse,16,Vermont
1998,win,05,Syracuse,04,New Mexico
1994,win,04,Syracuse,12,Green Bay
1996,win,04,Syracuse,02,Kansas
2010,win,01,Syracuse,08,Gonzaga
1994,win,04,Syracuse,13,Hawaii
1998,win,05,Syracuse,12,Iona
2001,win,11,Temple,06,Texas
1993,win,07,Temple,10,Missouri
1993,win,07,Temple,03,Vanderbilt
2001,win,11,Temple,03,Florida
2001,win,11,Temple,07,Penn St.
1993,win,07,Temple,15,Santa Clara
2000,win,05,Texas,12,Indiana St.
1986,win,06,UAB,11,Missouri
2004,win,09,UAB,08,Washington
2004,win,09,UAB,01,Kentucky
1996,win,08,Georgia,09,Clemson
1996,win,08,Georgia,01,Purdue
1995,win,02,North Carolina,06,Georgetown
2017,win,01,North Carolina,01,Gonzaga
2015,win,04,North Carolina,13,Harvard
1995,win,02,North Carolina,15,Murray St.
2017,win,01,North Carolina,04,Butler
2005,win,01,North Carolina,05,Villanova
2015,win,04,North Carolina,05,Arkansas
2001,win,02,North Carolina,15,Princeton
1995,win,02,North Carolina,07,Iowa St.
1989,win,02,North Carolina,15,Southern U.
1986,win,03,North Carolina,06,UAB
1986,win,03,North Carolina,14,Utah
1985,win,02,North Carolina,11,Auburn
2005,win,01,North Carolina,16,Oakland
2005,win,01,North Carolina,05,Michigan St.
2017,win,01,North Carolina,03,Oregon
2005,win,01,North Carolina,09,Iowa St.
2017,win,01,North Carolina,16,Texas Southern
1985,win,02,North Carolina,07,Notre Dame
2005,win,01,North Carolina,06,Wisconsin
2017,win,01,North Carolina,08,Arkansas
1988,win,02,North Carolina,03,Michigan
2017,win,01,North Carolina,02,Kentucky
1988,win,02,North Carolina,15,North Texas
2006,win,03,North Carolina,14,Murray St.
1992,win,04,North Carolina,13,Miami (OH)
2005,win,01,North Carolina,01,Illinois
1989,win,02,North Carolina,07,UCLA
1992,win,04,North Carolina,05,Alabama
1988,win,02,North Carolina,10,Loyola Marymount
1995,win,02,North Carolina,01,Kentucky
1985,win,02,North Carolina,15,Middle Tenn.
2016,win,11,UNI,06,Texas
2012,win,05,New Mexico,12,Long Beach St.
1999,win,09,New Mexico,08,Missouri
1998,win,04,New Mexico,13,Butler
1989,win,11,South Ala.,06,Alabama
2008,win,13,San Diego,04,UConn
1989,win,05,Virginia,01,Oklahoma
1994,win,07,Virginia,10,New Mexico
1989,win,05,Virginia,13,Middle Tenn.
1989,win,05,Virginia,12,Providence
1993,win,03,Vanderbilt,06,Illinois
1993,win,03,Vanderbilt,14,Boise St.
2011,win,11,VCU,01,Kansas
2011,win,11,VCU,10,Florida St.
2007,win,11,VCU,06,Duke
2011,win,11,VCU,03,Purdue
2011,win,11,VCU,06,Georgetown
2011,win,11,VCU,11,Southern California
2016,win,10,VCU,07,Oregon St.
1995,win,14,Weber St.,03,Michigan St.
1999,win,14,Weber St.,03,North Carolina
2005,win,06,Wisconsin,10,NC State
2014,win,02,Wisconsin,01,Arizona
2014,win,02,Wisconsin,15,American
2005,win,06,Wisconsin,11,UNI
2014,win,02,Wisconsin,06,Baylor
2000,win,08,Wisconsin,06,Purdue
2000,win,08,Wisconsin,04,LSU
1994,win,09,Wisconsin,08,Cincinnati
2015,win,01,Wisconsin,04,North Carolina
2000,win,08,Wisconsin,01,Arizona
2005,win,06,Wisconsin,14,Bucknell
2015,win,01,Wisconsin,02,Arizona
2000,win,08,Wisconsin,09,Fresno St.
2015,win,01,Wisconsin,08,Oregon
2015,win,01,Wisconsin,01,Kentucky
2014,win,02,Wisconsin,07,Oregon
2015,win,01,Wisconsin,16,Coastal Caro.
2008,win,12,Western Ky.,05,Drake
2008,win,12,Western Ky.,13,San Diego
2008,win,07,West Virginia,10,Arizona
2008,win,07,West Virginia,02,Duke
1987,win,12,Wyoming,04,UCLA
2002,win,11,Wyoming,06,Gonzaga
1987,win,12,Wyoming,05,Virginia
2008,win,03,Xavier,07,West Virginia
2015,win,06,Xavier,11,Ole Miss
2008,win,03,Xavier,06,Purdue
2010,win,06,Xavier,11,Minnesota
2010,win,06,Xavier,03,Pittsburgh
2008,win,03,Xavier,14,Georgia
2002,win,07,Xavier,10,Hawaii
2015,win,06,Xavier,14,Georgia St.
2003,win,01,Arizona,09,Gonzaga
1994,win,02,Arizona,07,Virginia
2002,win,03,Arizona,14,UC Santa Barbara
2003,win,01,Arizona,05,Notre Dame
1988,win,01,Arizona,05,Iowa
1994,win,02,Arizona,01,Missouri
2014,win,01,Arizona,04,San Diego St.
1991,win,02,Arizona,10,BYU
1994,win,02,Arizona,15,Loyola Maryland
2013,win,06,Arizona,11,Belmont
1988,win,01,Arizona,02,North Carolina
2013,win,06,Arizona,14,Harvard
2014,win,01,Arizona,16,Weber St.
1991,win,02,Arizona,15,Saint Francis (PA)
2000,win,01,Arizona,16,Jackson St.
1988,win,01,Arizona,16,Cornell
1996,win,03,Arizona,14,Valparaiso
2015,win,02,Arizona,06,Xavier
1988,win,01,Arizona,08,Seton Hall
2015,win,02,Arizona,10,Ohio St.
2014,win,01,Arizona,08,Gonzaga
2003,win,01,Arizona,16,Vermont
1996,win,03,Arizona,06,Iowa
2015,win,02,Arizona,15,Texas Southern
1990,win,02,Arizona,15,South Fla.
1994,win,02,Arizona,03,Louisville
2002,win,03,Arizona,11,Wyoming
1990,win,12,Ball St.,05,Oregon St.
1990,win,12,Ball St.,04,Louisville
1986,win,07,Bradley,10,UTEP
2005,win,14,Bucknell,03,Kansas
1997,win,07,Charlotte,10,Georgetown
1999,win,01,UConn,05,Iowa
2006,win,01,UConn,08,Kentucky
1999,win,01,UConn,01,Duke
1999,win,01,UConn,10,Gonzaga
1999,win,01,UConn,04,Ohio St.
2009,win,01,UConn,16,Chattanooga
2009,win,01,UConn,05,Purdue
2006,win,01,UConn,05,Washington
2006,win,01,UConn,16,Albany (NY)
2005,win,02,UConn,15,UCF
1999,win,01,UConn,09,New Mexico
1999,win,01,UConn,16,UTSA
1992,win,09,UConn,08,Nebraska
2009,win,01,UConn,03,Missouri
2009,win,01,UConn,09,Texas A&M
2014,win,03,Creighton,14,Louisiana
1991,win,11,Creighton,06,New Mexico St.
1996,win,12,Drexel,05,Memphis
2016,win,04,Duke,12,Yale
2008,win,02,Duke,15,Belmont
2003,win,03,Duke,11,Central Mich.
2016,win,04,Duke,13,UNCW
1998,win,01,Duke,08,Oklahoma St.
1998,win,01,Duke,16,Radford
1998,win,01,Duke,05,Syracuse
2003,win,03,Duke,14,Colorado St.
1992,win,14,ETSU,03,Arizona
2004,win,16,Florida A&M,16,Lehigh
2001,win,09,Fresno St.,08,California
2015,win,14,Georgia St.,03,Baylor
2001,win,12,Gonzaga,13,Indiana St.
2004,win,02,Gonzaga,15,Valparaiso
2003,win,09,Gonzaga,08,Cincinnati
1999,win,10,Gonzaga,06,Florida
2000,win,10,Gonzaga,02,St. John's (NY)
2001,win,12,Gonzaga,05,Virginia
1999,win,10,Gonzaga,07,Minnesota
1999,win,10,Gonzaga,02,Stanford
2010,win,08,Gonzaga,09,Florida St.
2013,win,01,Gonzaga,16,Southern U.
2014,win,08,Gonzaga,09,Oklahoma St.
2000,win,10,Gonzaga,07,Louisville
1991,win,08,Georgetown,09,Vanderbilt
1995,win,06,Georgetown,14,Weber St.
1995,win,06,Georgetown,11,Xavier
1991,win,03,Seton Hall,14,Pepperdine
1988,win,08,Seton Hall,09,UTEP
1991,win,03,Seton Hall,11,Creighton
1991,win,03,Seton Hall,02,Arizona
2013,win,14,Harvard,03,New Mexico
2001,win,13,Indiana St.,04,Oklahoma
1988,win,05,Iowa,12,Florida St.
1987,win,02,Iowa,15,Santa Clara
1987,win,02,Iowa,07,UTEP
1997,win,08,Iowa,09,Virginia
1999,win,05,Iowa,12,UAB
1996,win,06,Iowa,11,George Washington
1987,win,02,Iowa,06,Oklahoma
1988,win,05,Iowa,04,UNLV
1999,win,05,Iowa,04,Arkansas
2016,win,08,Saint Joseph's,09,Cincinnati
1997,win,04,Saint Joseph's,05,Boston College
1997,win,04,Saint Joseph's,13,Pacific
2012,win,03,Marquette,14,BYU
2012,win,03,Marquette,06,Murray St.
2009,win,06,Marquette,11,Utah St.
1992,win,06,Michigan,02,Oklahoma St.
1990,win,03,Michigan,14,Illinois St.
1993,win,01,Michigan,01,Kentucky
1988,win,03,Michigan,14,Boise St.
1989,win,03,Michigan,01,Illinois
1992,win,06,Michigan,04,Cincinnati
1993,win,01,Michigan,12,George Washington
1998,win,03,Michigan,14,Davidson
1992,win,06,Michigan,01,Ohio St.
1989,win,03,Michigan,05,Virginia
1988,win,03,Michigan,06,Florida
1993,win,01,Michigan,16,Coastal Caro.
1989,win,03,Michigan,14,Xavier
1993,win,01,Michigan,07,Temple
1993,win,01,Michigan,09,UCLA
1989,win,03,Michigan,03,Seton Hall
1989,win,03,Michigan,11,South Ala.
1989,win,03,Michigan,02,North Carolina
1992,win,06,Michigan,11,Temple
1985,win,01,Michigan,16,Fairleigh Dickinson
1992,win,06,Michigan,14,ETSU
1994,win,06,Minnesota,11,Southern Ill.
2013,win,12,Ole Miss,05,Wisconsin
2015,win,11,Ole Miss,11,BYU
2009,win,03,Missouri,14,Cornell
2002,win,12,Missouri,08,UCLA
1994,win,01,Missouri,16,Navy
2002,win,12,Missouri,05,Miami (FL)
2009,win,03,Missouri,06,Marquette
1994,win,01,Missouri,04,Syracuse
1994,win,01,Missouri,09,Wisconsin
2009,win,03,Missouri,02,Memphis
2002,win,12,Missouri,04,Ohio St.
2011,win,13,Morehead St.,04,Louisville
2012,win,06,Murray St.,11,Colorado St.
2010,win,13,Murray St.,04,Vanderbilt
1985,win,13,Navy,04,LSU
2005,win,10,NC State,07,Charlotte
2005,win,10,NC State,02,UConn
2014,win,12,North Dakota St.,05,Oklahoma
2007,win,16,Niagara,16,Florida A&M
2012,win,15,Norfolk St.,02,Missouri
2016,win,02,Oklahoma,03,Texas A&M
2016,win,02,Oklahoma,01,Oregon
2002,win,02,Oklahoma,03,Arizona
2016,win,02,Oklahoma,10,VCU
2002,win,02,Oklahoma,07,Xavier
1987,win,06,Oklahoma,11,Tulsa
1989,win,01,Oklahoma,16,ETSU
1989,win,01,Oklahoma,09,Louisiana Tech
2016,win,02,Oklahoma,15,CSU Bakersfield
2002,win,02,Oklahoma,12,Missouri
1987,win,06,Oklahoma,03,Pittsburgh
2002,win,02,Oklahoma,15,Ill.-Chicago
2000,win,03,Oklahoma,14,Winthrop
1998,win,08,Oklahoma St.,09,George Washington
1992,win,02,Oklahoma St.,10,Tulane
1992,win,02,Oklahoma St.,15,Ga. Southern
1987,win,03,Pittsburgh,14,Marist
2010,win,03,Pittsburgh,14,Oakland
2007,win,03,Pittsburgh,14,Wright St.
2007,win,03,Pittsburgh,11,VCU
2011,win,12,Richmond,05,Vanderbilt
2011,win,12,Richmond,13,Morehead St.
2014,win,04,San Diego St.,13,New Mexico St.
2014,win,04,San Diego St.,12,North Dakota St.
1999,win,02,Stanford,15,Alcorn
1997,win,06,Stanford,03,Wake Forest
1997,win,06,Stanford,11,Oklahoma
2006,win,02,Tennessee,15,Winthrop
1995,win,09,Tulane,08,BYU
1992,win,10,Tulane,07,St. John's (NY)
2008,win,09,Texas A&M,08,BYU
2009,win,09,Texas A&M,08,BYU
2016,win,03,Texas A&M,11,UNI
2016,win,03,Texas A&M,14,Green Bay
2002,win,08,UCLA,01,Cincinnati
2007,win,02,UCLA,07,Indiana
1989,win,07,UCLA,10,Iowa St.
2017,win,03,UCLA,06,Cincinnati
2008,win,01,UCLA,03,Xavier
1998,win,06,UCLA,11,Miami (FL)
2007,win,02,UCLA,03,Pittsburgh
1993,win,09,UCLA,08,Iowa St.
1998,win,06,UCLA,03,Michigan
2017,win,03,UCLA,14,Kent St.
2008,win,01,UCLA,09,Texas A&M
2008,win,01,UCLA,16,Mississippi Val.
2008,win,01,UCLA,12,Western Ky.
1987,win,04,UCLA,13,Central Mich.
2007,win,02,UCLA,01,Kansas
2002,win,08,UCLA,09,Ole Miss
2007,win,02,UCLA,15,Weber St.
1990,win,01,UNLV,16,Little Rock
1990,win,01,UNLV,04,Georgia Tech
1991,win,01,UNLV,04,Utah
1987,win,01,UNLV,09,Kansas St.
1990,win,01,UNLV,03,Duke
1990,win,01,UNLV,08,Ohio St.
1987,win,01,UNLV,02,Iowa
1991,win,01,UNLV,08,Georgetown
1990,win,01,UNLV,11,Loyola Marymount
1988,win,04,UNLV,13,Missouri St.
1987,win,01,UNLV,16,Idaho St.
1990,win,01,UNLV,12,Ball St.
1986,win,04,UNLV,05,Maryland
1986,win,04,UNLV,13,La.-Monroe
1987,win,01,UNLV,12,Wyoming
1991,win,01,UNLV,03,Seton Hall
1991,win,01,UNLV,16,Montana
1997,win,02,Utah,07,Charlotte
1991,win,04,Utah,05,Michigan St.
1997,win,02,Utah,15,Navy
1991,win,04,Utah,13,South Ala.
1997,win,02,Utah,06,Stanford
1987,win,07,UTEP,10,Arizona
1985,win,08,Villanova,02,North Carolina
1985,win,08,Villanova,05,Maryland
2005,win,05,Villanova,12,New Mexico
2005,win,05,Villanova,04,Florida
1985,win,08,Villanova,01,Georgetown
1985,win,08,Villanova,09,Dayton
1985,win,08,Villanova,01,Michigan
1985,win,08,Villanova,02,Memphis
1997,win,03,Wake Forest,14,Saint Mary's (CA)
2006,win,05,Washington,12,Utah St.
2006,win,05,Washington,04,Illinois
2009,win,04,Washington,13,Mississippi St.
2013,win,09,Wichita St.,08,Pittsburgh
2013,win,09,Wichita St.,13,La Salle
2006,win,07,Wichita St.,02,Tennessee
2006,win,07,Wichita St.,10,Seton Hall
2013,win,09,Wichita St.,01,Gonzaga
2017,win,10,Wichita St.,07,Dayton
2013,win,09,Wichita St.,02,Ohio St.
2016,win,12,Yale,05,Baylor
1994,loss,05,Indiana,09,Boston College
2007,loss,10,Texas Tech,07,Boston College
2001,loss,14,Southern Utah,03,Boston College
1994,loss,08,Washington St.,09,Boston College
1994,loss,01,North Carolina,09,Boston College
1985,loss,15,Mercer,02,Georgia Tech
1988,loss,12,Iowa St.,05,Georgia Tech
2005,loss,12,George Washington,05,Georgia Tech
1985,loss,07,Syracuse,02,Georgia Tech
1985,loss,03,Illinois,02,Georgia Tech
1994,loss,07,UAB,10,George Washington
2006,loss,09,UNCW,08,George Washington
2000,loss,09,DePaul,08,Kansas
1990,loss,15,Robert Morris,02,Kansas
2002,loss,02,UConn,01,Maryland
2002,loss,04,Kentucky,01,Maryland
2002,loss,05,Indiana,01,Maryland
2002,loss,08,Wisconsin,01,Maryland
2002,loss,16,Siena,01,Maryland
2002,loss,01,Kansas,01,Maryland
2008,loss,12,George Mason,05,Notre Dame
2016,loss,07,Wisconsin,06,Notre Dame
2016,loss,14,SFA,06,Notre Dame
1989,loss,08,Vanderbilt,09,Notre Dame
1987,loss,04,TCU,05,Notre Dame
1987,loss,12,Middle Tenn.,05,Notre Dame
2016,loss,11,Michigan,06,Notre Dame
2002,loss,12,Tulsa,04,Kentucky
2011,loss,05,West Virginia,04,Kentucky
2002,loss,13,Valparaiso,04,Kentucky
2001,loss,07,Iowa,02,Kentucky
1992,loss,10,Iowa St.,02,Kentucky
2001,loss,15,Holy Cross,02,Kentucky
2016,loss,13,Stony Brook,04,Kentucky
2010,loss,12,Cornell,01,Kentucky
2010,loss,09,Wake Forest,01,Kentucky
2011,loss,02,North Carolina,04,Kentucky
1992,loss,03,Massachusetts,02,Kentucky
2011,loss,13,Princeton,04,Kentucky
2011,loss,01,Ohio St.,04,Kentucky
2010,loss,16,ETSU,01,Kentucky
1992,loss,15,Old Dominion,02,Kentucky
1995,loss,12,Penn,05,Alabama
1996,loss,04,Marquette,12,Arkansas
2008,loss,08,Indiana,09,Arkansas
1993,loss,13,Holy Cross,04,Arkansas
1993,loss,05,St. John's (NY),04,Arkansas
1996,loss,05,Penn St.,12,Arkansas
2003,loss,02,Wake Forest,10,Auburn
2003,loss,07,Saint Joseph's,10,Auburn
2017,loss,14,New Mexico St.,03,Baylor
2017,loss,11,Southern California,03,Baylor
2008,loss,10,South Ala.,07,Butler
2003,loss,05,Mississippi St.,12,Butler
2013,loss,11,Bucknell,06,Butler
2003,loss,04,Louisville,12,Butler
1990,loss,08,Indiana,09,California
1997,loss,12,Princeton,05,California
1997,loss,04,Villanova,05,California
2003,loss,09,NC State,08,California
2013,loss,05,UNLV,12,California
1993,loss,06,Virginia,02,Cincinnati
2004,loss,13,ETSU,04,Cincinnati
2012,loss,03,Florida St.,06,Cincinnati
2012,loss,11,Texas,06,Cincinnati
1999,loss,14,George Mason,03,Cincinnati
1993,loss,07,New Mexico St.,02,Cincinnati
1993,loss,15,Coppin St.,02,Cincinnati
2010,loss,04,Wisconsin,12,Cornell
2010,loss,05,Temple,12,Cornell
2015,loss,06,Providence,11,Dayton
2015,loss,11,Boise St.,11,Dayton
1986,loss,04,Oklahoma,12,DePaul
1986,loss,05,Virginia,12,DePaul
1991,loss,13,Penn St.,12,Eastern Mich.
1991,loss,05,Mississippi St.,12,Eastern Mich.
2000,loss,03,Oklahoma St.,05,Florida
2000,loss,12,Butler,05,Florida
2017,loss,13,ETSU,04,Florida
1987,loss,11,NC State,06,Florida
2017,loss,05,Virginia,04,Florida
1994,loss,11,Penn,03,Florida
2000,loss,04,Illinois,05,Florida
1994,loss,02,UConn,03,Florida
2000,loss,01,Duke,05,Florida
2017,loss,08,Wisconsin,04,Florida
1994,loss,14,James Madison,03,Florida
2000,loss,08,North Carolina,05,Florida
1994,loss,09,Boston College,03,Florida
1987,loss,03,Purdue,06,Florida
2012,loss,14,St. Bonaventure,03,Florida St.
2011,loss,09,Villanova,08,George Mason
1985,loss,14,Northeastern,03,Illinois
2000,loss,13,Penn,04,Illinois
2004,loss,12,Murray St.,05,Illinois
1985,loss,06,Georgia,03,Illinois
2004,loss,04,Cincinnati,05,Illinois
2013,loss,10,Colorado,07,Illinois
2013,loss,16,James Madison,01,Indiana
2016,loss,04,Kentucky,05,Indiana
2016,loss,12,Chattanooga,05,Indiana
1994,loss,04,Temple,05,Indiana
2013,loss,09,Temple,01,Indiana
1994,loss,12,Ohio,05,Indiana
1998,loss,10,Oklahoma,07,Indiana
1992,loss,07,Charlotte,10,Iowa St.
2014,loss,06,North Carolina,03,Iowa St.
2014,loss,14,N.C. Central,03,Iowa St.
2013,loss,16,LIU Brooklyn,16,James Madison
2012,loss,09,Southern Miss.,08,Kansas St.
1990,loss,13,Southern Miss.,04,La Salle
2005,loss,13,Louisiana,04,Louisville
2008,loss,02,Tennessee,03,Louisville
2008,loss,06,Oklahoma,03,Louisville
2005,loss,05,Georgia Tech,04,Louisville
2005,loss,01,Washington,04,Louisville
2015,loss,08,NC State,04,Louisville
2003,loss,13,Austin Peay,04,Louisville
2005,loss,07,West Virginia,04,Louisville
1997,loss,03,New Mexico,06,Louisville
2015,loss,13,UC Irvine,04,Louisville
2008,loss,14,Boise St.,03,Louisville
2015,loss,05,UNI,04,Louisville
1997,loss,11,Massachusetts,06,Louisville
1997,loss,10,Texas,06,Louisville
2006,loss,02,Texas,04,LSU
2006,loss,01,Duke,04,LSU
2006,loss,13,Iona,04,LSU
2006,loss,12,Texas A&M,04,LSU
2014,loss,09,George Washington,08,Memphis
1999,loss,15,Lafayette,02,Miami (FL)
2013,loss,07,Illinois,02,Miami (FL)
2013,loss,15,Pacific,02,Miami (FL)
2008,loss,16,Coppin St.,16,Mt. St. Mary's
2017,loss,16,New Orleans,16,Mt. St. Mary's
2014,loss,01,Virginia,04,Michigan St.
2014,loss,12,Harvard,04,Michigan St.
2015,loss,02,Virginia,07,Michigan St.
2015,loss,03,Oklahoma,07,Michigan St.
2015,loss,04,Louisville,07,Michigan St.
2007,loss,08,Marquette,09,Michigan St.
1998,loss,05,Princeton,04,Michigan St.
1998,loss,13,Eastern Mich.,04,Michigan St.
2014,loss,13,Delaware,04,Michigan St.
2015,loss,10,Georgia,07,Michigan St.
1986,loss,09,West Virginia,08,Old Dominion
1995,loss,03,Villanova,14,Old Dominion
2011,loss,16,UTSA,01,Ohio St.
2011,loss,08,George Mason,01,Ohio St.
2012,loss,07,Gonzaga,02,Ohio St.
2012,loss,15,Loyola Maryland,02,Ohio St.
2012,loss,06,Cincinnati,02,Ohio St.
2012,loss,01,Syracuse,02,Ohio St.
2005,loss,09,Pittsburgh,08,Pacific
1991,loss,04,UCLA,13,Penn St.
1999,loss,07,Texas,10,Purdue
1999,loss,02,Miami (FL),10,Purdue
1987,loss,14,Northeastern,03,Purdue
2016,loss,03,West Virginia,14,SFA
1989,loss,03,Stanford,14,Siena
2002,loss,16,Alcorn,16,Siena
2002,loss,03,Georgia,11,Southern Ill.
2002,loss,06,Texas Tech,11,Southern Ill.
1993,loss,12,Texas Tech,05,St. John's (NY)
1990,loss,11,Temple,06,St. John's (NY)
1995,loss,08,Minnesota,09,Saint Louis
1988,loss,10,Notre Dame,07,SMU
1985,loss,12,Old Dominion,05,SMU
1986,loss,15,Brown,02,Syracuse
2011,loss,14,Indiana St.,03,Syracuse
2003,loss,01,Texas,03,Syracuse
1988,loss,14,N.C. A&T,03,Syracuse
1985,loss,10,DePaul,07,Syracuse
1987,loss,06,Providence,02,Syracuse
2013,loss,13,Montana,04,Syracuse
2003,loss,02,Kansas,03,Syracuse
2003,loss,14,Manhattan,03,Syracuse
2003,loss,06,Oklahoma St.,03,Syracuse
2003,loss,01,Oklahoma,03,Syracuse
2012,loss,16,UNC Asheville,01,Syracuse
2013,loss,03,Marquette,04,Syracuse
2012,loss,08,Kansas St.,01,Syracuse
1987,loss,06,Florida,02,Syracuse
1987,loss,15,Ga. Southern,02,Syracuse
2003,loss,10,Auburn,03,Syracuse
2013,loss,01,Indiana,04,Syracuse
1992,loss,11,Princeton,06,Syracuse
1987,loss,01,North Carolina,02,Syracuse
2013,loss,12,California,04,Syracuse
1987,loss,10,Western Ky.,02,Syracuse
2012,loss,04,Wisconsin,01,Syracuse
1987,loss,13,Marshall,04,TCU
1994,loss,13,Drexel,04,Temple
1985,loss,09,Virginia Tech,08,Temple
1991,loss,07,Purdue,10,Temple
1988,loss,08,Georgetown,01,Temple
1999,loss,10,Purdue,06,Temple
1999,loss,03,Cincinnati,06,Temple
1988,loss,13,Richmond,01,Temple
2013,loss,08,NC State,09,Temple
1991,loss,03,Oklahoma St.,10,Temple
2000,loss,15,Lafayette,02,Temple
1988,loss,16,Lehigh,01,Temple
1991,loss,15,Richmond,10,Temple
1999,loss,11,Kent St.,06,Temple
1997,loss,07,Wisconsin,10,Texas
2009,loss,10,Minnesota,07,Texas
2007,loss,13,New Mexico St.,04,Texas
2006,loss,15,Penn,02,Texas
2006,loss,06,West Virginia,02,Texas
2004,loss,14,Princeton,03,Texas
2006,loss,10,NC State,02,Texas
1997,loss,15,Coppin St.,10,Texas
2004,loss,06,North Carolina,03,Texas
2005,loss,03,Gonzaga,06,Texas Tech
1996,loss,14,Northern Ill.,03,Texas Tech
1996,loss,06,North Carolina,03,Texas Tech
2005,loss,11,UCLA,06,Texas Tech
1985,loss,11,Wichita St.,06,Georgia
2002,loss,14,Murray St.,03,Georgia
1998,loss,08,Charlotte,01,North Carolina
1997,loss,05,California,01,North Carolina
1987,loss,16,Penn,01,North Carolina
2011,loss,11,Marquette,02,North Carolina
1987,loss,05,Notre Dame,01,North Carolina
1993,loss,04,Arkansas,01,North Carolina
1991,loss,12,Eastern Mich.,01,North Carolina
1997,loss,09,Colorado,01,North Carolina
1994,loss,16,Liberty,01,North Carolina
2007,loss,16,Eastern Ky.,01,North Carolina
1998,loss,16,Navy,01,North Carolina
1991,loss,16,Northeastern,01,North Carolina
1987,loss,09,Michigan,01,North Carolina
2007,loss,09,Michigan St.,01,North Carolina
1993,loss,08,Rhode Island,01,North Carolina
1997,loss,06,Louisville,01,North Carolina
