season,label,seed,school_ncaa,opp_seed,opp_ncaa
1995,win,01,UCLA,05,Mississippi St.
1995,win,01,UCLA,02,Arkansas
1992,win,01,UCLA,16,Robert Morris
1995,win,01,UCLA,04,Oklahoma St.
2006,win,02,UCLA,04,LSU
1995,win,01,UCLA,02,UConn
2014,win,04,UCLA,12,SFA
1995,win,01,UCLA,16,FIU
2006,win,02,UCLA,15,Belmont
2006,win,02,UCLA,03,Gonzaga
2014,win,04,UCLA,13,Tulsa
2015,win,11,UCLA,14,UAB
2015,win,11,UCLA,06,SMU
1992,win,01,UCLA,12,New Mexico St.
2006,win,02,UCLA,01,Memphis
2003,win,16,UNC Asheville,16,Texas Southern
1989,win,04,UNLV,12,DePaul
1985,win,04,UNLV,13,San Diego St.
1989,win,04,UNLV,01,Arizona
1989,win,04,UNLV,13,Idaho
2008,win,08,UNLV,09,Kent St.
2015,win,05,Utah,12,SFA
1996,win,04,Utah,05,Iowa St.
2016,win,03,Utah,14,Fresno St.
2015,win,05,Utah,04,Georgetown
1998,win,03,Utah,01,North Carolina
1999,win,02,Utah,15,Arkansas St.
1998,win,03,Utah,14,San Francisco
1998,win,03,Utah,10,West Virginia
1998,win,03,Utah,01,Arizona
1998,win,03,Utah,06,Arkansas
1996,win,04,Utah,13,Canisius
1995,win,04,Utah,13,Long Beach St.
1989,win,07,UTEP,10,LSU
1985,win,11,UTEP,06,Tulsa
2010,win,02,Villanova,15,Robert Morris
2008,win,12,Villanova,05,Clemson
2008,win,12,Villanova,13,Siena
1996,win,03,Villanova,14,Portland
1991,win,05,Wake Forest,12,Louisiana Tech
1996,win,02,Wake Forest,10,Texas
1996,win,02,Wake Forest,15,La.-Monroe
1994,win,05,Wake Forest,12,Col. of Charleston
1996,win,02,Wake Forest,06,Louisville
2002,win,07,Wake Forest,10,Pepperdine
1985,win,11,Boston College,03,Duke
1996,win,11,Boston College,06,Indiana
2006,win,04,Boston College,13,Pacific
1985,win,11,Boston College,06,Texas Tech
2006,win,04,Boston College,12,Montana
2014,win,16,Cal Poly,16,Texas Southern
1996,win,03,Georgia Tech,11,Boston College
1986,win,02,Georgia Tech,10,Villanova
1996,win,03,Georgia Tech,14,Austin Peay
1986,win,02,Georgia Tech,15,Marist
2010,win,10,Georgia Tech,07,Oklahoma St.
1990,win,04,Georgia Tech,06,Minnesota
1990,win,04,Georgia Tech,01,Michigan St.
1991,win,08,Georgia Tech,09,DePaul
1990,win,04,Georgia Tech,13,ETSU
1992,win,07,Georgia Tech,10,Houston
1992,win,07,Georgia Tech,02,Southern California
1990,win,04,Georgia Tech,05,LSU
1998,win,01,Kansas,16,Prairie View
2001,win,04,Kansas,13,CSUN
2015,win,02,Kansas,15,New Mexico St.
2009,win,03,Kansas,11,Dayton
1995,win,01,Kansas,08,Western Ky.
2010,win,01,Kansas,16,Lehigh
2001,win,04,Kansas,05,Syracuse
1995,win,01,Kansas,16,Colgate
2017,win,01,Kansas,16,UC Davis
2017,win,01,Kansas,09,Michigan St.
2009,win,03,Kansas,14,North Dakota St.
2016,win,01,Kansas,05,Maryland
2016,win,01,Kansas,09,UConn
2017,win,01,Kansas,04,Purdue
1992,win,01,Kansas,16,Howard
2016,win,01,Kansas,16,Austin Peay
1985,win,05,Louisiana Tech,12,Pittsburgh
1985,win,05,Louisiana Tech,04,Ohio St.
2007,win,04,Maryland,13,Davidson
1999,win,02,Maryland,15,Valparaiso
2015,win,04,Maryland,13,Valparaiso
2016,win,05,Maryland,12,South Dakota St.
1994,win,10,Maryland,07,Saint Louis
1988,win,07,Maryland,10,UC Santa Barbara
1999,win,02,Maryland,10,Creighton
2000,win,03,Maryland,14,Iona
2016,win,05,Maryland,13,Hawaii
1994,win,10,Maryland,02,Massachusetts
2010,win,04,Maryland,13,Houston
2015,win,03,Notre Dame,06,Butler
2015,win,03,Notre Dame,07,Wichita St.
2001,win,06,Notre Dame,11,Xavier
2002,win,08,Notre Dame,09,Charlotte
2015,win,03,Notre Dame,14,Northeastern
2003,win,01,Kentucky,09,Utah
1988,win,02,Kentucky,15,Southern U.
2005,win,02,Kentucky,07,Cincinnati
2005,win,02,Kentucky,15,Eastern Ky.
1993,win,01,Kentucky,08,Utah
2005,win,02,Kentucky,06,Utah
2015,win,01,Kentucky,16,Hampton
2014,win,08,Kentucky,02,Michigan
2012,win,01,Kentucky,16,Western Ky.
1988,win,02,Kentucky,07,Maryland
2014,win,08,Kentucky,04,Louisville
2000,win,05,Kentucky,12,St. Bonaventure
1986,win,01,Kentucky,16,Davidson
2012,win,01,Kentucky,04,Indiana
2012,win,01,Kentucky,08,Iowa St.
2003,win,01,Kentucky,05,Wisconsin
1993,win,01,Kentucky,16,Rider
2003,win,01,Kentucky,16,IUPUI
2012,win,01,Kentucky,02,Kansas
2015,win,01,Kentucky,05,West Virginia
1986,win,01,Kentucky,05,Alabama
1993,win,01,Kentucky,03,Florida St.
2012,win,01,Kentucky,03,Baylor
2014,win,08,Kentucky,01,Wichita St.
2015,win,01,Kentucky,08,Cincinnati
1993,win,01,Kentucky,05,Wake Forest
2014,win,08,Kentucky,02,Wisconsin
2015,win,01,Kentucky,03,Notre Dame
2014,win,08,Kentucky,09,Kansas St.
2012,win,01,Kentucky,04,Louisville
1986,win,01,Kentucky,08,Western Ky.
1986,win,05,Alabama,12,Xavier
2002,win,02,Alabama,15,Fla. Atlantic
1986,win,05,Alabama,04,Illinois
1994,win,01,Arkansas,03,Michigan
1989,win,05,Arkansas,12,Loyola Marymount
1994,win,01,Arkansas,12,Tulsa
1994,win,01,Arkansas,16,N.C. A&T
1995,win,02,Arkansas,04,Virginia
1994,win,01,Arkansas,09,Georgetown
1995,win,02,Arkansas,02,North Carolina
1994,win,01,Arkansas,02,Arizona
1995,win,02,Arkansas,07,Syracuse
1994,win,01,Arkansas,02,Duke
1992,win,03,Arkansas,14,Murray St.
1995,win,02,Arkansas,15,Texas Southern
1995,win,02,Arkansas,06,Memphis
1988,win,08,Auburn,09,Bradley
1999,win,01,Auburn,16,Winthrop
2000,win,07,Auburn,10,Creighton
1987,win,08,Auburn,09,San Diego
1999,win,01,Auburn,09,Oklahoma St.
2012,win,03,Baylor,10,Xavier
2012,win,03,Baylor,14,South Dakota St.
2012,win,03,Baylor,11,Colorado
2001,win,10,Butler,07,Wake Forest
2011,win,08,Butler,04,Wisconsin
2007,win,05,Butler,04,Maryland
2011,win,08,Butler,02,Florida
2007,win,05,Butler,12,Old Dominion
2011,win,08,Butler,09,Old Dominion
2015,win,06,Butler,11,Texas
2011,win,08,Butler,11,VCU
2011,win,08,Butler,01,Pittsburgh
2011,win,03,BYU,14,Wofford
1988,win,04,BYU,13,Charlotte
2011,win,03,BYU,11,Gonzaga
2002,win,06,California,11,Penn
2005,win,07,Cincinnati,10,Iowa
2015,win,08,Cincinnati,09,Purdue
1997,win,03,Cincinnati,14,Butler
1992,win,04,Cincinnati,06,Memphis
1992,win,04,Cincinnati,05,Michigan St.
1996,win,02,Cincinnati,15,UNCG
1996,win,02,Cincinnati,03,Georgia Tech
1992,win,04,Cincinnati,13,Delaware
1996,win,02,Cincinnati,07,Temple
1992,win,04,Cincinnati,09,UTEP
2013,win,08,Colorado St.,09,Missouri
1989,win,10,Colorado St.,07,Florida
2009,win,11,Dayton,06,West Virginia
1987,win,03,DePaul,14,Louisiana Tech
1987,win,03,DePaul,06,St. John's (NY)
1998,win,10,Detroit Mercy,07,St. John's (NY)
1999,win,12,Detroit Mercy,05,UCLA
1996,win,09,Eastern Mich.,08,Duke
2006,win,03,Florida,02,UCLA
2006,win,03,Florida,07,Georgetown
2007,win,01,Florida,02,UCLA
2011,win,02,Florida,15,UC Santa Barbara
2006,win,03,Florida,11,George Mason
2007,win,01,Florida,03,Oregon
2007,win,01,Florida,05,Butler
2007,win,01,Florida,16,Jackson St.
2011,win,02,Florida,03,BYU
2006,win,03,Florida,01,Villanova
2011,win,02,Florida,07,UCLA
2007,win,01,Florida,09,Purdue
2007,win,01,Florida,01,Ohio St.
2006,win,03,Florida,14,South Ala.
2006,win,03,Florida,11,Milwaukee
1993,win,03,Florida St.,11,Tulane
1993,win,03,Florida St.,14,Evansville
1993,win,03,Florida St.,07,Western Ky.
1998,win,12,Florida St.,05,TCU
2016,win,13,Hawaii,04,California
2001,win,01,Illinois,04,Kansas
2001,win,01,Illinois,16,Northwestern St.
1989,win,01,Illinois,09,Ball St.
1989,win,01,Illinois,16,McNeese
1989,win,01,Illinois,04,Louisville
2001,win,01,Illinois,09,Charlotte
1989,win,01,Illinois,02,Syracuse
1986,win,04,Illinois,13,Fairfield
1988,win,03,Illinois,14,UTSA
2002,win,05,Indiana,10,Kent St.
2002,win,05,Indiana,01,Duke
2002,win,05,Indiana,02,Oklahoma
1987,win,01,Indiana,10,LSU
2003,win,07,Indiana,10,Alabama
1999,win,06,Indiana,11,George Washington
2012,win,04,Indiana,13,New Mexico St.
1987,win,01,Indiana,16,Fairfield
1987,win,01,Indiana,08,Auburn
1987,win,01,Indiana,01,UNLV
2012,win,04,Indiana,12,VCU
2002,win,05,Indiana,12,Utah
1987,win,01,Indiana,02,Syracuse
1987,win,01,Indiana,05,Duke
2002,win,05,Indiana,13,UNCW
1997,win,06,Iowa St.,03,Cincinnati
2000,win,02,Iowa St.,15,Central Conn. St.
2012,win,08,Iowa St.,09,UConn
2017,win,05,Iowa St.,12,Nevada
1997,win,06,Iowa St.,11,Illinois St.
2000,win,02,Iowa St.,06,UCLA
2000,win,02,Iowa St.,07,Auburn
2011,win,05,Kansas St.,12,Utah St.
2012,win,15,Lehigh,02,Duke
2013,win,01,Louisville,02,Duke
2017,win,02,Louisville,15,Jacksonville St.
1988,win,05,Louisville,04,BYU
2014,win,04,Louisville,13,Manhattan
2013,win,01,Louisville,04,Michigan
1989,win,04,Louisville,05,Arkansas
2014,win,04,Louisville,05,Saint Louis
2013,win,01,Louisville,08,Colorado St.
2013,win,01,Louisville,09,Wichita St.
1988,win,05,Louisville,12,Oregon St.
2009,win,01,Louisville,09,Siena
2009,win,01,Louisville,16,Morehead St.
2013,win,01,Louisville,12,Oregon
1989,win,04,Louisville,13,Little Rock
2009,win,01,Louisville,12,Arizona
2013,win,01,Louisville,16,N.C. A&T
1986,win,11,LSU,03,Memphis
1990,win,05,LSU,12,Villanova
1987,win,10,LSU,03,DePaul
1986,win,11,LSU,01,Kentucky
1986,win,11,LSU,02,Georgia Tech
1987,win,10,LSU,07,Georgia Tech
1986,win,11,LSU,06,Purdue
1987,win,10,LSU,02,Temple
2004,win,12,Manhattan,05,Florida
2013,win,06,Memphis,11,Saint Mary's (CA)
1995,win,06,Memphis,03,Purdue
2008,win,01,Memphis,05,Michigan St.
1985,win,02,Memphis,01,Oklahoma
2008,win,01,Memphis,16,UT Arlington
1992,win,06,Memphis,03,Arkansas
2008,win,01,Memphis,02,Texas
2008,win,01,Memphis,01,UCLA
1985,win,02,Memphis,07,UAB
1985,win,02,Memphis,11,Boston College
1992,win,06,Memphis,11,Pepperdine
1986,win,03,Memphis,14,Ball St.
2008,win,01,Memphis,08,Mississippi St.
2004,win,07,Memphis,10,South Carolina
1992,win,06,Memphis,07,Georgia Tech
1985,win,02,Memphis,15,Penn
1995,win,06,Memphis,11,Louisville
2014,win,14,Mercer,03,Duke
2016,win,03,Miami (FL),14,Buffalo
2016,win,03,Miami (FL),11,Wichita St.
2008,win,07,Miami (FL),10,Saint Mary's (CA)
2000,win,01,Michigan St.,08,Wisconsin
2000,win,01,Michigan St.,02,Iowa St.
2005,win,05,Michigan St.,12,Old Dominion
2005,win,05,Michigan St.,02,Kentucky
2010,win,05,Michigan St.,06,Tennessee
2005,win,05,Michigan St.,13,Vermont
2010,win,05,Michigan St.,04,Maryland
2005,win,05,Michigan St.,01,Duke
1990,win,01,Michigan St.,09,UC Santa Barbara
2010,win,05,Michigan St.,12,New Mexico St.
2009,win,02,Michigan St.,15,Robert Morris
2013,win,03,Michigan St.,06,Memphis
2009,win,02,Michigan St.,10,Southern California
2008,win,05,Michigan St.,04,Pittsburgh
1990,win,01,Michigan St.,16,Murray St.
2008,win,05,Michigan St.,12,Temple
2000,win,01,Michigan St.,04,Syracuse
2000,win,01,Michigan St.,08,Utah
2009,win,02,Michigan St.,03,Kansas
2009,win,02,Michigan St.,01,Louisville
2000,win,01,Michigan St.,16,Valparaiso
1992,win,05,Michigan St.,12,Missouri St.
2009,win,02,Michigan St.,01,UConn
2010,win,05,Michigan St.,09,UNI
2017,win,09,Michigan St.,08,Miami (FL)
2000,win,01,Michigan St.,05,Florida
2013,win,03,Michigan St.,14,Valparaiso
2017,win,03,Oregon,14,Iona
2017,win,03,Oregon,07,Michigan
2007,win,03,Oregon,11,Winthrop
2013,win,12,Oregon,04,Saint Louis
2013,win,12,Oregon,05,Oklahoma St.
2017,win,03,Oregon,01,Kansas
2017,win,03,Oregon,11,Rhode Island
2007,win,03,Oregon,07,UNLV
2007,win,03,Oregon,14,Miami (OH)
1999,win,04,Ohio St.,03,St. John's (NY)
1999,win,04,Ohio St.,12,Detroit Mercy
2010,win,02,Ohio St.,10,Georgia Tech
1985,win,04,Ohio St.,13,Iowa St.
1991,win,01,Ohio St.,08,Georgia Tech
1999,win,04,Ohio St.,01,Auburn
1999,win,04,Ohio St.,13,Murray St.
2010,win,02,Ohio St.,15,UC Santa Barbara
2006,win,02,Ohio St.,15,Davidson
1991,win,01,Ohio St.,16,Towson
1995,win,03,Purdue,14,Green Bay
1998,win,02,Purdue,15,Delaware
1998,win,02,Purdue,10,Detroit Mercy
2007,win,09,Purdue,08,Arizona
2017,win,04,Purdue,05,Iowa St.
2017,win,04,Purdue,13,Vermont
2009,win,09,Siena,08,Ohio St.
1999,win,03,St. John's (NY),02,Maryland
1999,win,03,St. John's (NY),14,Samford
1999,win,03,St. John's (NY),06,Indiana
1987,win,06,St. John's (NY),11,Wichita St.
1991,win,04,St. John's (NY),01,Ohio St.
1991,win,04,St. John's (NY),13,Northern Ill.
1991,win,04,St. John's (NY),05,Texas
2014,win,05,Saint Louis,12,NC State
2013,win,04,Saint Louis,13,New Mexico St.
2013,win,11,Saint Mary's (CA),11,Middle Tenn.
1995,win,07,Syracuse,10,Southern Ill.
1989,win,02,Syracuse,15,Bucknell
2001,win,05,Syracuse,12,Hawaii
2000,win,04,Syracuse,13,Samford
1989,win,02,Syracuse,10,Colorado St.
1990,win,02,Syracuse,15,Coppin St.
2000,win,04,Syracuse,05,Kentucky
1990,win,02,Syracuse,07,Virginia
1989,win,02,Syracuse,03,Missouri
1996,win,07,Temple,10,Oklahoma
1997,win,09,Temple,08,Ole Miss
1987,win,02,Temple,15,Southern U.
2008,win,02,Texas,15,Austin Peay
2014,win,07,Texas,10,Arizona St.
2008,win,02,Texas,03,Stanford
1994,win,06,Texas,11,Western Ky.
1989,win,11,Texas,06,Georgia Tech
2008,win,02,Texas,07,Miami (FL)
1991,win,05,Texas,12,Saint Peter's
2004,win,08,Texas Tech,09,Charlotte
1985,win,07,UAB,10,Michigan St.
2017,win,16,UC Davis,16,N.C. Central
1990,win,14,UNI,03,Missouri
2010,win,09,UNI,01,Kansas
2010,win,09,UNI,08,UNLV
1998,win,08,Rhode Island,13,Valparaiso
1998,win,08,Rhode Island,01,Kansas
2017,win,11,Rhode Island,06,Creighton
1998,win,08,Rhode Island,09,Murray St.
1992,win,02,Southern California,15,La.-Monroe
2009,win,10,Southern California,07,Boston College
1995,win,04,Virginia,01,Kansas
1990,win,07,Virginia,10,Notre Dame
1995,win,04,Virginia,13,Nicholls St.
1995,win,04,Virginia,12,Miami (OH)
2005,win,13,Vermont,04,Syracuse
2012,win,12,VCU,05,Wichita St.
2007,win,11,Winthrop,06,Notre Dame
2003,win,05,Wisconsin,13,Tulsa
2011,win,04,Wisconsin,05,Kansas St.
2003,win,05,Wisconsin,12,Weber St.
2004,win,06,Wisconsin,11,Richmond
2011,win,04,Wisconsin,13,Belmont
2007,win,02,Wisconsin,15,A&M-Corpus Christi
2012,win,16,Western Ky.,16,Mississippi Val.
1986,win,08,Western Ky.,09,Nebraska
1995,win,08,Western Ky.,09,Michigan
1993,win,07,Western Ky.,02,Seton Hall
1993,win,07,Western Ky.,10,Memphis
1998,win,11,Western Mich.,06,Clemson
2015,win,05,West Virginia,04,Maryland
2015,win,05,West Virginia,12,Buffalo
1991,win,14,Xavier,03,Nebraska
2012,win,10,Xavier,07,Notre Dame
1997,win,07,Xavier,10,Vanderbilt
2012,win,10,Xavier,15,Lehigh
1987,win,13,Xavier,04,Missouri
2009,win,12,Arizona,05,Utah
2001,win,02,Arizona,01,Illinois
2001,win,02,Arizona,15,Eastern Ill.
2006,win,08,Arizona,09,Wisconsin
2001,win,02,Arizona,10,Butler
2001,win,02,Arizona,03,Ole Miss
2009,win,12,Arizona,13,Cleveland St.
2001,win,02,Arizona,01,Michigan St.
1989,win,09,Ball St.,08,Pittsburgh
2001,win,09,Charlotte,08,Tennessee
1997,win,04,Clemson,13,Miami (OH)
1997,win,04,Clemson,05,Tulsa
2009,win,13,Cleveland St.,04,Wake Forest
2012,win,11,Colorado,06,UNLV
1991,win,11,UConn,14,Xavier
1996,win,01,UConn,09,Eastern Mich.
1996,win,01,UConn,16,Colgate
2016,win,09,UConn,08,Colorado
1991,win,11,UConn,06,LSU
2013,win,07,Creighton,10,Cincinnati
1999,win,10,Creighton,07,Louisville
2002,win,01,Duke,08,Notre Dame
1991,win,02,Duke,04,St. John's (NY)
2005,win,01,Duke,09,Mississippi St.
1991,win,02,Duke,01,UNLV
1991,win,02,Duke,07,Iowa
1987,win,05,Duke,13,Xavier
2005,win,01,Duke,16,Delaware St.
1991,win,02,Duke,15,La.-Monroe
1985,win,03,Duke,14,Pepperdine
2002,win,01,Duke,16,Winthrop
1987,win,05,Duke,12,Texas A&M
2013,win,02,Duke,03,Michigan St.
2013,win,02,Duke,07,Creighton
1991,win,02,Duke,03,Kansas
2013,win,02,Duke,15,Albany (NY)
1991,win,02,Duke,11,UConn
2011,win,11,Gonzaga,06,St. John's (NY)
2006,win,07,Georgetown,02,Ohio St.
2006,win,07,Georgetown,10,UNI
1994,win,09,Georgetown,08,Illinois
1993,win,02,Seton Hall,15,Tennessee St.
2015,win,16,Hampton,16,Manhattan
1985,win,09,Illinois St.,08,Southern California
1993,win,04,Iowa,13,La.-Monroe
1991,win,07,Iowa,10,ETSU
2016,win,07,Iowa,10,Temple
2004,win,01,Saint Joseph's,08,Texas Tech
2004,win,01,Saint Joseph's,16,Liberty
2004,win,01,Saint Joseph's,04,Wake Forest
2002,win,10,Kent St.,07,Oklahoma St.
2002,win,10,Kent St.,03,Pittsburgh
2002,win,10,Kent St.,02,Alabama
1995,win,12,Miami (OH),05,Arizona
2003,win,03,Marquette,02,Pittsburgh
2003,win,03,Marquette,01,Kentucky
2003,win,03,Marquette,14,Holy Cross
2003,win,03,Marquette,06,Missouri
2008,win,06,Marquette,11,Kentucky
1994,win,02,Massachusetts,15,Texas St.
1994,win,03,Michigan,06,Texas
1994,win,03,Michigan,10,Maryland
2014,win,02,Michigan,15,Wofford
2014,win,02,Michigan,07,Texas
2017,win,07,Michigan,02,Louisville
1994,win,03,Michigan,14,Pepperdine
2017,win,07,Michigan,10,Oklahoma St.
2014,win,02,Michigan,11,Tennessee
2006,win,11,Milwaukee,06,Oklahoma
1997,win,01,Minnesota,16,Texas St.
1990,win,06,Minnesota,11,UTEP
1997,win,01,Minnesota,02,UCLA
1997,win,01,Minnesota,04,Clemson
1997,win,01,Minnesota,09,Temple
1990,win,06,Minnesota,02,Syracuse
1990,win,06,Minnesota,14,UNI
2001,win,03,Ole Miss,14,Iona
2001,win,03,Ole Miss,06,Notre Dame
1989,win,03,Missouri,14,Creighton
1989,win,03,Missouri,11,Texas
2003,win,06,Missouri,11,Southern Ill.
2006,win,16,Monmouth,16,Hampton
2006,win,12,Montana,05,Nevada
2009,win,16,Morehead St.,16,Alabama St.
1996,win,05,Mississippi St.,13,Princeton
1996,win,05,Mississippi St.,12,VCU
2005,win,09,Mississippi St.,08,Stanford
1996,win,05,Mississippi St.,02,Cincinnati
1996,win,05,Mississippi St.,01,UConn
2008,win,08,Mississippi St.,09,Oregon
2013,win,16,N.C. A&T,16,Liberty
2014,win,12,NC State,12,Xavier
2001,win,16,Northwestern St.,16,Winthrop
2010,win,14,Ohio,03,Georgetown
1988,win,01,Oklahoma,08,Auburn
1988,win,01,Oklahoma,05,Louisville
1988,win,01,Oklahoma,06,Villanova
1988,win,01,Oklahoma,16,Chattanooga
1988,win,01,Oklahoma,01,Arizona
1985,win,01,Oklahoma,05,Louisiana Tech
1985,win,01,Oklahoma,09,Illinois St.
2005,win,03,Oklahoma,14,Niagara
1985,win,01,Oklahoma,16,N.C. A&T
1994,win,04,Oklahoma St.,13,New Mexico St.
1999,win,09,Oklahoma St.,08,Syracuse
2004,win,02,Oklahoma St.,07,Memphis
2004,win,02,Oklahoma St.,15,Eastern Wash.
2004,win,02,Oklahoma St.,01,Saint Joseph's
2004,win,02,Oklahoma St.,03,Pittsburgh
2003,win,02,Pittsburgh,07,Indiana
2008,win,04,Pittsburgh,13,Oral Roberts
2011,win,01,Pittsburgh,16,UNC Asheville
2004,win,03,Pittsburgh,06,Wisconsin
2002,win,03,Pittsburgh,14,Central Conn. St.
2003,win,02,Pittsburgh,15,Wagner
2002,win,03,Pittsburgh,06,California
2004,win,03,Pittsburgh,14,UCF
1996,win,13,Princeton,04,UCLA
1998,win,03,Stanford,11,Western Mich.
2008,win,03,Stanford,14,Cornell
1998,win,03,Stanford,02,Purdue
1998,win,03,Stanford,14,Col. of Charleston
1998,win,03,Stanford,08,Rhode Island
2008,win,03,Stanford,06,Marquette
2014,win,11,Tennessee,14,Mercer
2010,win,06,Tennessee,11,San Diego St.
2014,win,11,Tennessee,06,Massachusetts
2010,win,06,Tennessee,14,Ohio
2014,win,11,Tennessee,11,Iowa
2010,win,06,Tennessee,02,Ohio St.
1994,win,12,Tulsa,05,UCLA
1997,win,05,Tulsa,12,Boston U.
2003,win,13,Tulsa,04,Dayton
1994,win,12,Tulsa,04,Oklahoma St.
1993,win,11,Tulane,06,Kansas St.
1997,win,02,UCLA,07,Xavier
2011,win,07,UCLA,10,Michigan St.
1997,win,02,UCLA,15,Charleston So.
2000,win,06,UCLA,11,Ball St.
2000,win,06,UCLA,03,Maryland
1997,win,02,UCLA,06,Iowa St.
1990,win,09,UC Santa Barbara,08,Houston
2011,win,16,UNC Asheville,16,Little Rock
2002,win,13,UNCW,04,Southern California
2007,win,07,UNLV,10,Georgia Tech
2007,win,07,UNLV,02,Wisconsin
1993,win,08,Utah,09,Pittsburgh
2000,win,08,Utah,09,Saint Louis
2005,win,06,Utah,11,UTEP
2003,win,09,Utah,08,Oregon
2005,win,06,Utah,03,Oklahoma
1992,win,09,UTEP,01,Kansas
1992,win,09,UTEP,08,Evansville
1998,win,13,Valparaiso,12,Florida St.
1998,win,13,Valparaiso,04,Ole Miss
2016,win,02,Villanova,03,Miami (FL)
2016,win,02,Villanova,02,Oklahoma
1988,win,06,Villanova,11,Arkansas
2006,win,01,Villanova,08,Arizona
2006,win,01,Villanova,16,Monmouth
1988,win,06,Villanova,02,Kentucky
2016,win,02,Villanova,07,Iowa
2006,win,01,Villanova,04,Boston College
1988,win,06,Villanova,03,Illinois
1986,win,10,Villanova,07,Virginia Tech
2016,win,02,Villanova,01,Kansas
2016,win,02,Villanova,15,UNC Asheville
2016,win,02,Villanova,01,North Carolina
2004,win,04,Wake Forest,13,VCU
1993,win,05,Wake Forest,12,Chattanooga
1993,win,05,Wake Forest,04,Iowa
2004,win,04,Wake Forest,12,Manhattan
2015,win,07,Wichita St.,02,Kansas
2016,win,11,Wichita St.,06,Arizona
2015,win,07,Wichita St.,10,Indiana
2016,win,11,Wichita St.,11,Vanderbilt
2014,win,01,Wichita St.,16,Cal Poly
2004,win,06,Boston College,11,Utah
1997,win,05,Boston College,12,Valparaiso
1994,win,12,Green Bay,05,California
2004,win,03,Georgia Tech,02,Oklahoma St.
2004,win,03,Georgia Tech,06,Boston College
2004,win,03,Georgia Tech,04,Kansas
2004,win,03,Georgia Tech,10,Nevada
2004,win,03,Georgia Tech,14,UNI
1993,win,12,George Washington,05,New Mexico
1993,win,12,George Washington,13,Southern U.
2016,win,16,Holy Cross,16,Southern U.
2003,win,02,Kansas,10,Arizona St.
2003,win,02,Kansas,15,Utah St.
1985,win,03,Kansas,14,Ohio
1996,win,02,Kansas,10,Santa Clara
2003,win,02,Kansas,01,Arizona
2004,win,04,Kansas,13,Ill.-Chicago
2007,win,01,Kansas,16,Niagara
2011,win,01,Kansas,12,Richmond
2007,win,01,Kansas,04,Southern Ill.
2007,win,01,Kansas,08,Kentucky
2004,win,04,Kansas,09,UAB
1996,win,02,Kansas,15,South Carolina St.
2003,win,02,Kansas,03,Duke
2004,win,04,Kansas,12,Pacific
2011,win,01,Kansas,16,Boston U.
1996,win,02,Kansas,03,Arizona
2011,win,01,Kansas,09,Illinois
2003,win,02,Kansas,03,Marquette
1989,win,09,Louisiana Tech,08,La Salle
1985,win,05,Maryland,12,Miami (OH)
2009,win,10,Maryland,07,California
1985,win,05,Maryland,13,Navy
1986,win,05,Maryland,12,Pepperdine
1985,win,07,Notre Dame,10,Oregon St.
2003,win,05,Notre Dame,12,Milwaukee
2011,win,02,Notre Dame,15,Akron
2003,win,05,Notre Dame,04,Illinois
2007,win,08,Kentucky,09,Villanova
1997,win,01,Kentucky,16,Montana
2004,win,01,Kentucky,16,Florida A&M
2006,win,08,Kentucky,09,UAB
1997,win,01,Kentucky,02,Utah
1997,win,01,Kentucky,01,Minnesota
1998,win,02,Kentucky,10,Saint Louis
1998,win,02,Kentucky,03,Utah
1995,win,01,Kentucky,05,Arizona St.
1998,win,02,Kentucky,03,Stanford
1997,win,01,Kentucky,04,Saint Joseph's
2017,win,02,Kentucky,15,Northern Ky.
1995,win,01,Kentucky,09,Tulane
2017,win,02,Kentucky,10,Wichita St.
2017,win,02,Kentucky,03,UCLA
1998,win,02,Kentucky,06,UCLA
1998,win,02,Kentucky,01,Duke
1998,win,02,Kentucky,15,South Carolina St.
1995,win,01,Kentucky,16,Mt. St. Mary's
1997,win,01,Kentucky,08,Iowa
2007,win,05,Virginia Tech,12,Illinois
1992,win,05,Alabama,12,Stanford
1990,win,07,Alabama,10,Colorado St.
1990,win,07,Alabama,02,Arizona
2017,win,08,Arkansas,09,Seton Hall
1999,win,04,Arkansas,13,Siena
2015,win,05,Arkansas,12,Wofford
1995,win,05,Arizona St.,12,Ball St.
1995,win,05,Arizona St.,13,Manhattan
2003,win,10,Arizona St.,07,Memphis
1986,win,08,Auburn,04,UNLV
1985,win,11,Auburn,03,Kansas
1986,win,08,Auburn,01,St. John's (NY)
1985,win,11,Auburn,06,Purdue
1986,win,08,Auburn,09,Arizona
2014,win,06,Baylor,11,Nebraska
2014,win,06,Baylor,03,Creighton
2017,win,04,Butler,12,Middle Tenn.
2010,win,05,Butler,12,UTEP
2010,win,05,Butler,02,Kansas St.
2010,win,05,Butler,05,Michigan St.
2010,win,05,Butler,01,Syracuse
2017,win,04,Butler,13,Winthrop
2010,win,05,Butler,13,Murray St.
2012,win,14,BYU,14,Iona
2010,win,07,BYU,10,Florida
1991,win,10,BYU,07,Virginia
2002,win,01,Cincinnati,16,Boston U.
2017,win,06,Cincinnati,11,Kansas St.
2003,win,11,Central Mich.,06,Creighton
1999,win,06,Florida,14,Weber St.
1988,win,06,Florida,11,St. John's (NY)
1999,win,06,Florida,11,Penn
2005,win,04,Florida,13,Ohio
2012,win,07,Florida,15,Norfolk St.
2001,win,03,Florida,14,Western Ky.
2012,win,07,Florida,03,Marquette
2012,win,07,Florida,10,Virginia
