season,label,seed,school_ncaa,opp_seed,opp_ncaa
2013,1,4,Michigan,13,South Dakota St.
2013,1,4,Michigan,1,Kansas
2005,1,12,Milwaukee,4,Boston College
2005,1,12,Milwaukee,5,Alabama
2013,1,11,Minnesota,6,UCLA
1999,1,9,Ole Miss,8,Villanova
1995,1,8,Missouri,9,Indiana
1987,1,13,Missouri St.,4,Clemson
1995,1,5,Mississippi St.,4,Utah
1995,1,5,Mississippi St.,12,Santa Clara
2002,1,3,Mississippi St.,14,McNeese
1988,1,14,Murray St.,3,NC State
1986,1,6,NC State,11,Iowa
1986,1,6,NC State,14,Little Rock
2012,1,11,NC State,6,San Diego St.
2012,1,11,NC State,3,Georgetown
2004,1,3,NC State,14,Louisiana
1985,1,3,NC State,14,Nevada
1985,1,3,NC State,7,Alabama
1986,1,6,NC State,7,Iowa St.
1985,1,3,NC State,11,UTEP
1992,1,12,New Mexico St.,13,Louisiana
1992,1,12,New Mexico St.,5,DePaul
2012,1,13,Ohio,4,Michigan
2012,1,13,Ohio,12,South Fla.
1990,1,1,Oklahoma,16,Towson
1999,1,13,Oklahoma,4,Arizona
2009,1,2,Oklahoma,15,Morgan St.
2009,1,2,Oklahoma,10,Michigan
1999,1,13,Oklahoma,5,Charlotte
2009,1,2,Oklahoma,3,Syracuse
2005,1,2,Oklahoma St.,15,Southeastern La.
1993,1,5,Oklahoma St.,12,Marquette
2005,1,2,Oklahoma St.,7,Southern Ill.
1987,1,14,Austin Peay,3,Illinois
2014,1,9,Pittsburgh,8,Colorado
2006,1,5,Pittsburgh,12,Kent St.
1991,1,6,Pittsburgh,11,Georgia
1988,1,2,Pittsburgh,15,Eastern Mich.
1987,1,6,Providence,2,Alabama
1997,1,10,Providence,7,Marquette
1987,1,6,Providence,11,UAB
1997,1,10,Providence,14,Chattanooga
1997,1,10,Providence,2,Duke
1987,1,6,Providence,14,Austin Peay
1987,1,6,Providence,1,Georgetown
2011,1,2,San Diego St.,15,Northern Colo.
2015,1,8,San Diego St.,9,St. John's (NY)
2011,1,2,San Diego St.,7,Temple
2013,1,7,San Diego St.,10,Oklahoma
2004,1,1,Stanford,16,UTSA
2001,1,1,Stanford,16,UNCG
2014,1,10,Stanford,2,Kansas
2002,1,8,Stanford,9,Western Ky.
2003,1,4,Stanford,13,San Diego
2001,1,1,Stanford,5,Cincinnati
2001,1,1,Stanford,9,Saint Joseph's
2000,1,1,Stanford,16,South Carolina St.
2014,1,10,Stanford,7,New Mexico
2000,1,4,Tennessee,13,Louisiana
2000,1,4,Tennessee,5,UConn
2007,1,5,Tennessee,4,Virginia
2007,1,5,Tennessee,12,Long Beach St.
2000,1,7,Tulsa,6,Miami (FL)
2000,1,7,Tulsa,10,UNLV
2000,1,7,Tulsa,2,Cincinnati
2007,1,3,Texas A&M,14,Penn
2007,1,3,Texas A&M,6,Louisville
2010,1,5,Texas A&M,12,Utah St.
1986,1,14,Little Rock,3,Notre Dame
1995,1,1,UCLA,8,Missouri
2006,1,2,UCLA,10,Alabama
1992,1,1,UCLA,8,Louisville
1995,1,1,UCLA,5,Mississippi St.
1995,1,1,UCLA,2,Arkansas
1992,1,1,UCLA,16,Robert Morris
1995,1,1,UCLA,4,Oklahoma St.
2006,1,2,UCLA,4,LSU
1995,1,1,UCLA,2,UConn
2014,1,4,UCLA,12,SFA
1995,1,1,UCLA,16,FIU
2006,1,2,UCLA,15,Belmont
2006,1,2,UCLA,3,Gonzaga
2014,1,4,UCLA,13,Tulsa
2015,1,11,UCLA,14,UAB
2015,1,11,UCLA,6,SMU
1992,1,1,UCLA,12,New Mexico St.
2006,1,2,UCLA,1,Memphis
2003,1,16,UNC Asheville,16,Texas Southern
1989,1,4,UNLV,12,DePaul
1985,1,4,UNLV,13,San Diego St.
1989,1,4,UNLV,1,Arizona
1989,1,4,UNLV,13,Idaho
2008,1,8,UNLV,9,Kent St.
2015,1,5,Utah,12,SFA
1996,1,4,Utah,5,Iowa St.
2015,1,5,Utah,4,Georgetown
1998,1,3,Utah,1,North Carolina
1999,1,2,Utah,15,Arkansas St.
1998,1,3,Utah,14,San Francisco
1998,1,3,Utah,10,West Virginia
1998,1,3,Utah,1,Arizona
1998,1,3,Utah,6,Arkansas
1996,1,4,Utah,13,Canisius
1995,1,4,Utah,13,Long Beach St.
1989,1,7,UTEP,10,LSU
1985,1,11,UTEP,6,Tulsa
2010,1,2,Villanova,15,Robert Morris
2008,1,12,Villanova,5,Clemson
2008,1,12,Villanova,13,Siena
1996,1,3,Villanova,14,Portland
1991,1,5,Wake Forest,12,Louisiana Tech
1996,1,2,Wake Forest,10,Texas
1996,1,2,Wake Forest,15,La.-Monroe
1994,1,5,Wake Forest,12,Col. of Charleston
1996,1,2,Wake Forest,6,Louisville
2002,1,7,Wake Forest,10,Pepperdine
1985,1,11,Boston College,3,Duke
1996,1,11,Boston College,6,Indiana
2006,1,4,Boston College,13,Pacific
1985,1,11,Boston College,6,Texas Tech
2006,1,4,Boston College,12,Montana
2014,1,16,Cal Poly,16,Texas Southern
1996,1,3,Georgia Tech,11,Boston College
1986,1,2,Georgia Tech,10,Villanova
1996,1,3,Georgia Tech,14,Austin Peay
1986,1,2,Georgia Tech,15,Marist
2010,1,10,Georgia Tech,7,Oklahoma St.
1990,1,4,Georgia Tech,6,Minnesota
1990,1,4,Georgia Tech,1,Michigan St.
1991,1,8,Georgia Tech,9,DePaul
1990,1,4,Georgia Tech,13,ETSU
1992,1,7,Georgia Tech,10,Houston
1992,1,7,Georgia Tech,2,Southern California
1990,1,4,Georgia Tech,5,LSU
1998,1,1,Kansas,16,Prairie View
2001,1,4,Kansas,13,CSUN
2015,1,2,Kansas,15,New Mexico St.
2009,1,3,Kansas,11,Dayton
1995,1,1,Kansas,8,Western Ky.
2010,1,1,Kansas,16,Lehigh
2001,1,4,Kansas,5,Syracuse
1995,1,1,Kansas,16,Colgate
2009,1,3,Kansas,14,North Dakota St.
1992,1,1,Kansas,16,Howard
1985,1,5,Louisiana Tech,12,Pittsburgh
1985,1,5,Louisiana Tech,4,Ohio St.
2007,1,4,Maryland,13,Davidson
1999,1,2,Maryland,15,Valparaiso
2015,1,4,Maryland,13,Valparaiso
1994,1,10,Maryland,7,Saint Louis
1988,1,7,Maryland,10,UC Santa Barbara
1999,1,2,Maryland,10,Creighton
2000,1,3,Maryland,14,Iona
1994,1,10,Maryland,2,Massachusetts
2010,1,4,Maryland,13,Houston
2015,1,3,Notre Dame,6,Butler
2015,1,3,Notre Dame,7,Wichita St.
2001,1,6,Notre Dame,11,Xavier
2002,1,8,Notre Dame,9,Charlotte
2015,1,3,Notre Dame,14,Northeastern
2003,1,1,Kentucky,9,Utah
1988,1,2,Kentucky,15,Southern U.
2005,1,2,Kentucky,7,Cincinnati
2005,1,2,Kentucky,15,Eastern Ky.
1993,1,1,Kentucky,8,Utah
2005,1,2,Kentucky,6,Utah
2015,1,1,Kentucky,16,Hampton
2014,1,8,Kentucky,2,Michigan
2012,1,1,Kentucky,16,Western Ky.
1988,1,2,Kentucky,7,Maryland
2014,1,8,Kentucky,4,Louisville
2000,1,5,Kentucky,12,St. Bonaventure
1986,1,1,Kentucky,16,Davidson
2012,1,1,Kentucky,4,Indiana
2012,1,1,Kentucky,8,Iowa St.
2003,1,1,Kentucky,5,Wisconsin
1993,1,1,Kentucky,16,Rider
2003,1,1,Kentucky,16,IUPUI
2012,1,1,Kentucky,2,Kansas
2015,1,1,Kentucky,5,West Virginia
1986,1,1,Kentucky,5,Alabama
1993,1,1,Kentucky,3,Florida St.
2012,1,1,Kentucky,3,Baylor
2014,1,8,Kentucky,1,Wichita St.
2015,1,1,Kentucky,8,Cincinnati
1993,1,1,Kentucky,5,Wake Forest
2014,1,8,Kentucky,2,Wisconsin
2015,1,1,Kentucky,3,Notre Dame
2014,1,8,Kentucky,9,Kansas St.
2012,1,1,Kentucky,4,Louisville
1986,1,1,Kentucky,8,Western Ky.
1986,1,5,Alabama,12,Xavier
2002,1,2,Alabama,15,Fla. Atlantic
1986,1,5,Alabama,4,Illinois
1994,1,1,Arkansas,3,Michigan
1989,1,5,Arkansas,12,Loyola Marymount
1994,1,1,Arkansas,12,Tulsa
1994,1,1,Arkansas,16,N.C. A&T
1995,1,2,Arkansas,4,Virginia
1994,1,1,Arkansas,9,Georgetown
1995,1,2,Arkansas,2,North Carolina
1994,1,1,Arkansas,2,Arizona
1995,1,2,Arkansas,7,Syracuse
1994,1,1,Arkansas,2,Duke
1992,1,3,Arkansas,14,Murray St.
1995,1,2,Arkansas,15,Texas Southern
1995,1,2,Arkansas,6,Memphis
1988,1,8,Auburn,9,Bradley
1999,1,1,Auburn,16,Winthrop
2000,1,7,Auburn,10,Creighton
1987,1,8,Auburn,9,San Diego
1999,1,1,Auburn,9,Oklahoma St.
2012,1,3,Baylor,10,Xavier
2012,1,3,Baylor,14,South Dakota St.
2012,1,3,Baylor,11,Colorado
2001,1,10,Butler,7,Wake Forest
2011,1,8,Butler,4,Wisconsin
2007,1,5,Butler,4,Maryland
2011,1,8,Butler,2,Florida
2007,1,5,Butler,12,Old Dominion
2011,1,8,Butler,9,Old Dominion
2015,1,6,Butler,11,Texas
2011,1,8,Butler,11,VCU
2011,1,8,Butler,1,Pittsburgh
2011,1,3,BYU,14,Wofford
1988,1,4,BYU,13,Charlotte
2011,1,3,BYU,11,Gonzaga
2002,1,6,California,11,Penn
2005,1,7,Cincinnati,10,Iowa
2015,1,8,Cincinnati,9,Purdue
1997,1,3,Cincinnati,14,Butler
1992,1,4,Cincinnati,6,Memphis
1992,1,4,Cincinnati,5,Michigan St.
1996,1,2,Cincinnati,15,UNCG
1996,1,2,Cincinnati,3,Georgia Tech
1992,1,4,Cincinnati,13,Delaware
1996,1,2,Cincinnati,7,Temple
1992,1,4,Cincinnati,9,UTEP
2013,1,8,Colorado St.,9,Missouri
1989,1,10,Colorado St.,7,Florida
2009,1,11,Dayton,6,West Virginia
1987,1,3,DePaul,14,Louisiana Tech
1987,1,3,DePaul,6,St. John's (NY)
1998,1,10,Detroit Mercy,7,St. John's (NY)
1999,1,12,Detroit Mercy,5,UCLA
1996,1,9,Eastern Mich.,8,Duke
2006,1,3,Florida,2,UCLA
2006,1,3,Florida,7,Georgetown
2007,1,1,Florida,2,UCLA
2011,1,2,Florida,15,UC Santa Barbara
2006,1,3,Florida,11,George Mason
2007,1,1,Florida,3,Oregon
2007,1,1,Florida,5,Butler
2007,1,1,Florida,16,Jackson St.
2011,1,2,Florida,3,BYU
2006,1,3,Florida,1,Villanova
2011,1,2,Florida,7,UCLA
2007,1,1,Florida,9,Purdue
2007,1,1,Florida,1,Ohio St.
2006,1,3,Florida,14,South Ala.
2006,1,3,Florida,11,Milwaukee
1993,1,3,Florida St.,11,Tulane
1993,1,3,Florida St.,14,Evansville
1993,1,3,Florida St.,7,Western Ky.
1998,1,12,Florida St.,5,TCU
2001,1,1,Illinois,4,Kansas
2001,1,1,Illinois,16,Northwestern St.
1989,1,1,Illinois,9,Ball St.
1989,1,1,Illinois,16,McNeese
1989,1,1,Illinois,4,Louisville
2001,1,1,Illinois,9,Charlotte
1989,1,1,Illinois,2,Syracuse
1986,1,4,Illinois,13,Fairfield
1988,1,3,Illinois,14,UTSA
2002,1,5,Indiana,10,Kent St.
2002,1,5,Indiana,1,Duke
2002,1,5,Indiana,2,Oklahoma
1987,1,1,Indiana,10,LSU
2003,1,7,Indiana,10,Alabama
1999,1,6,Indiana,11,George Washington
2012,1,4,Indiana,13,New Mexico St.
1987,1,1,Indiana,16,Fairfield
1987,1,1,Indiana,8,Auburn
1987,1,1,Indiana,1,UNLV
2012,1,4,Indiana,12,VCU
2002,1,5,Indiana,12,Utah
1987,1,1,Indiana,2,Syracuse
1987,1,1,Indiana,5,Duke
2002,1,5,Indiana,13,UNCW
1997,1,6,Iowa St.,3,Cincinnati
2000,1,2,Iowa St.,15,Central Conn. St.
2012,1,8,Iowa St.,9,UConn
1997,1,6,Iowa St.,11,Illinois St.
2000,1,2,Iowa St.,6,UCLA
2000,1,2,Iowa St.,7,Auburn
2011,1,5,Kansas St.,12,Utah St.
2012,1,15,Lehigh,2,Duke
2013,1,1,Louisville,2,Duke
1988,1,5,Louisville,4,BYU
2014,1,4,Louisville,13,Manhattan
2013,1,1,Louisville,4,Michigan
1989,1,4,Louisville,5,Arkansas
2014,1,4,Louisville,5,Saint Louis
2013,1,1,Louisville,8,Colorado St.
2013,1,1,Louisville,9,Wichita St.
1988,1,5,Louisville,12,Oregon St.
2009,1,1,Louisville,9,Siena
2009,1,1,Louisville,16,Morehead St.
2013,1,1,Louisville,12,Oregon
1989,1,4,Louisville,13,Little Rock
2009,1,1,Louisville,12,Arizona
2013,1,1,Louisville,16,N.C. A&T
1986,1,11,LSU,3,Memphis
1990,1,5,LSU,12,Villanova
1987,1,10,LSU,3,DePaul
1986,1,11,LSU,1,Kentucky
1986,1,11,LSU,2,Georgia Tech
1987,1,10,LSU,7,Georgia Tech
1986,1,11,LSU,6,Purdue
1987,1,10,LSU,2,Temple
2004,1,12,Manhattan,5,Florida
2013,1,6,Memphis,11,Saint Mary's (CA)
1995,1,6,Memphis,3,Purdue
2008,1,1,Memphis,5,Michigan St.
1985,1,2,Memphis,1,Oklahoma
2008,1,1,Memphis,16,UT Arlington
1992,1,6,Memphis,3,Arkansas
2008,1,1,Memphis,2,Texas
2008,1,1,Memphis,1,UCLA
1985,1,2,Memphis,7,UAB
1985,1,2,Memphis,11,Boston College
1992,1,6,Memphis,11,Pepperdine
1986,1,3,Memphis,14,Ball St.
2008,1,1,Memphis,8,Mississippi St.
2004,1,7,Memphis,10,South Carolina
1992,1,6,Memphis,7,Georgia Tech
1985,1,2,Memphis,15,Penn
1995,1,6,Memphis,11,Louisville
2014,1,14,Mercer,3,Duke
2008,1,7,Miami (FL),10,Saint Mary's (CA)
2000,1,1,Michigan St.,8,Wisconsin
2000,1,1,Michigan St.,2,Iowa St.
2005,1,5,Michigan St.,12,Old Dominion
2005,1,5,Michigan St.,2,Kentucky
2010,1,5,Michigan St.,6,Tennessee
2005,1,5,Michigan St.,13,Vermont
2010,1,5,Michigan St.,4,Maryland
2005,1,5,Michigan St.,1,Duke
1990,1,1,Michigan St.,9,UC Santa Barbara
2010,1,5,Michigan St.,12,New Mexico St.
2009,1,2,Michigan St.,15,Robert Morris
2013,1,3,Michigan St.,6,Memphis
2009,1,2,Michigan St.,10,Southern California
2008,1,5,Michigan St.,4,Pittsburgh
1990,1,1,Michigan St.,16,Murray St.
2008,1,5,Michigan St.,12,Temple
2000,1,1,Michigan St.,4,Syracuse
2000,1,1,Michigan St.,8,Utah
2009,1,2,Michigan St.,3,Kansas
2009,1,2,Michigan St.,1,Louisville
2000,1,1,Michigan St.,16,Valparaiso
1992,1,5,Michigan St.,12,Missouri St.
2009,1,2,Michigan St.,1,UConn
2010,1,5,Michigan St.,9,UNI
2000,1,1,Michigan St.,5,Florida
2013,1,3,Michigan St.,14,Valparaiso
2007,1,3,Oregon,11,Winthrop
2013,1,12,Oregon,4,Saint Louis
2013,1,12,Oregon,5,Oklahoma St.
2007,1,3,Oregon,7,UNLV
2007,1,3,Oregon,14,Miami (OH)
1999,1,4,Ohio St.,3,St. John's (NY)
1999,1,4,Ohio St.,12,Detroit Mercy
2010,1,2,Ohio St.,10,Georgia Tech
1985,1,4,Ohio St.,13,Iowa St.
1991,1,1,Ohio St.,8,Georgia Tech
1999,1,4,Ohio St.,1,Auburn
1999,1,4,Ohio St.,13,Murray St.
2010,1,2,Ohio St.,15,UC Santa Barbara
2006,1,2,Ohio St.,15,Davidson
1991,1,1,Ohio St.,16,Towson
1995,1,3,Purdue,14,Green Bay
1998,1,2,Purdue,15,Delaware
1998,1,2,Purdue,10,Detroit Mercy
2007,1,9,Purdue,8,Arizona
2009,1,9,Siena,8,Ohio St.
1999,1,3,St. John's (NY),2,Maryland
1999,1,3,St. John's (NY),14,Samford
1999,1,3,St. John's (NY),6,Indiana
1987,1,6,St. John's (NY),11,Wichita St.
1991,1,4,St. John's (NY),1,Ohio St.
1991,1,4,St. John's (NY),13,Northern Ill.
1991,1,4,St. John's (NY),5,Texas
2014,1,5,Saint Louis,12,NC State
2013,1,4,Saint Louis,13,New Mexico St.
2013,1,11,Saint Mary's (CA),11,Middle Tenn.
1995,1,7,Syracuse,10,Southern Ill.
1989,1,2,Syracuse,15,Bucknell
2001,1,5,Syracuse,12,Hawaii
2000,1,4,Syracuse,13,Samford
1989,1,2,Syracuse,10,Colorado St.
1990,1,2,Syracuse,15,Coppin St.
2000,1,4,Syracuse,5,Kentucky
1990,1,2,Syracuse,7,Virginia
1989,1,2,Syracuse,3,Missouri
1996,1,7,Temple,10,Oklahoma
1997,1,9,Temple,8,Ole Miss
1987,1,2,Temple,15,Southern U.
2008,1,2,Texas,15,Austin Peay
2014,1,7,Texas,10,Arizona St.
2008,1,2,Texas,3,Stanford
1994,1,6,Texas,11,Western Ky.
1989,1,11,Texas,6,Georgia Tech
2008,1,2,Texas,7,Miami (FL)
1991,1,5,Texas,12,Saint Peter's
2004,1,8,Texas Tech,9,Charlotte
1985,1,7,UAB,10,Michigan St.
1990,1,14,UNI,3,Missouri
2010,1,9,UNI,1,Kansas
2010,1,9,UNI,8,UNLV
1998,1,8,Rhode Island,13,Valparaiso
1998,1,8,Rhode Island,1,Kansas
1998,1,8,Rhode Island,9,Murray St.
1992,1,2,Southern California,15,La.-Monroe
2009,1,10,Southern California,7,Boston College
1995,1,4,Virginia,1,Kansas
1990,1,7,Virginia,10,Notre Dame
1995,1,4,Virginia,13,Nicholls St.
1995,1,4,Virginia,12,Miami (OH)
2005,1,13,Vermont,4,Syracuse
2012,1,12,VCU,5,Wichita St.
2007,1,11,Winthrop,6,Notre Dame
2003,1,5,Wisconsin,13,Tulsa
2011,1,4,Wisconsin,5,Kansas St.
2003,1,5,Wisconsin,12,Weber St.
2004,1,6,Wisconsin,11,Richmond
2011,1,4,Wisconsin,13,Belmont
2007,1,2,Wisconsin,15,A&M-Corpus Christi
2012,1,16,Western Ky.,16,Mississippi Val.
1986,1,8,Western Ky.,9,Nebraska
1995,1,8,Western Ky.,9,Michigan
1993,1,7,Western Ky.,2,Seton Hall
1993,1,7,Western Ky.,10,Memphis
1998,1,11,Western Mich.,6,Clemson
2015,1,5,West Virginia,4,Maryland
2015,1,5,West Virginia,12,Buffalo
1991,1,14,Xavier,3,Nebraska
2012,1,10,Xavier,7,Notre Dame
1997,1,7,Xavier,10,Vanderbilt
2012,1,10,Xavier,15,Lehigh
1987,1,13,Xavier,4,Missouri
2009,1,12,Arizona,5,Utah
2001,1,2,Arizona,1,Illinois
2001,1,2,Arizona,15,Eastern Ill.
2006,1,8,Arizona,9,Wisconsin
2001,1,2,Arizona,10,Butler
2001,1,2,Arizona,3,Ole Miss
2009,1,12,Arizona,13,Cleveland St.
2001,1,2,Arizona,1,Michigan St.
1989,1,9,Ball St.,8,Pittsburgh
2001,1,9,Charlotte,8,Tennessee
1997,1,4,Clemson,13,Miami (OH)
1997,1,4,Clemson,5,Tulsa
2009,1,13,Cleveland St.,4,Wake Forest
2012,1,11,Colorado,6,UNLV
1991,1,11,UConn,14,Xavier
1996,1,1,UConn,9,Eastern Mich.
1996,1,1,UConn,16,Colgate
1991,1,11,UConn,6,LSU
2013,1,7,Creighton,10,Cincinnati
1999,1,10,Creighton,7,Louisville
2002,1,1,Duke,8,Notre Dame
1991,1,2,Duke,4,St. John's (NY)
2005,1,1,Duke,9,Mississippi St.
1991,1,2,Duke,1,UNLV
1991,1,2,Duke,7,Iowa
1987,1,5,Duke,13,Xavier
2005,1,1,Duke,16,Delaware St.
1991,1,2,Duke,15,La.-Monroe
1985,1,3,Duke,14,Pepperdine
2002,1,1,Duke,16,Winthrop
1987,1,5,Duke,12,Texas A&M
2013,1,2,Duke,3,Michigan St.
2013,1,2,Duke,7,Creighton
1991,1,2,Duke,3,Kansas
2013,1,2,Duke,15,Albany (NY)
1991,1,2,Duke,11,UConn
2011,1,11,Gonzaga,6,St. John's (NY)
2006,1,7,Georgetown,2,Ohio St.
2006,1,7,Georgetown,10,UNI
1994,1,9,Georgetown,8,Illinois
1993,1,2,Seton Hall,15,Tennessee St.
2015,1,16,Hampton,16,Manhattan
1985,1,9,Illinois St.,8,Southern California
1993,1,4,Iowa,13,La.-Monroe
1991,1,7,Iowa,10,ETSU
2004,1,1,Saint Joseph's,8,Texas Tech
2004,1,1,Saint Joseph's,16,Liberty
2004,1,1,Saint Joseph's,4,Wake Forest
2002,1,10,Kent St.,7,Oklahoma St.
2002,1,10,Kent St.,3,Pittsburgh
2002,1,10,Kent St.,2,Alabama
1995,1,12,Miami (OH),5,Arizona
2003,1,3,Marquette,2,Pittsburgh
2003,1,3,Marquette,1,Kentucky
2003,1,3,Marquette,14,Holy Cross
2003,1,3,Marquette,6,Missouri
2008,1,6,Marquette,11,Kentucky
1994,1,2,Massachusetts,15,Texas St.
1994,1,3,Michigan,6,Texas
1994,1,3,Michigan,10,Maryland
2014,1,2,Michigan,15,Wofford
2014,1,2,Michigan,7,Texas
1994,1,3,Michigan,14,Pepperdine
2014,1,2,Michigan,11,Tennessee
2006,1,11,Milwaukee,6,Oklahoma
1997,1,1,Minnesota,16,Texas St.
1990,1,6,Minnesota,11,UTEP
1997,1,1,Minnesota,2,UCLA
1997,1,1,Minnesota,4,Clemson
1997,1,1,Minnesota,9,Temple
1990,1,6,Minnesota,2,Syracuse
1990,1,6,Minnesota,14,UNI
2001,1,3,Ole Miss,14,Iona
2001,1,3,Ole Miss,6,Notre Dame
1989,1,3,Missouri,14,Creighton
1989,1,3,Missouri,11,Texas
2003,1,6,Missouri,11,Southern Ill.
2006,1,16,Monmouth,16,Hampton
2006,1,12,Montana,5,Nevada
2009,1,16,Morehead St.,16,Alabama St.
1996,1,5,Mississippi St.,13,Princeton
1996,1,5,Mississippi St.,12,VCU
2005,1,9,Mississippi St.,8,Stanford
1996,1,5,Mississippi St.,2,Cincinnati
1996,1,5,Mississippi St.,1,UConn
2008,1,8,Mississippi St.,9,Oregon
2013,1,16,N.C. A&T,16,Liberty
2014,1,12,NC State,12,Xavier
2001,1,16,Northwestern St.,16,Winthrop
2010,1,14,Ohio,3,Georgetown
1988,1,1,Oklahoma,8,Auburn
1988,1,1,Oklahoma,5,Louisville
1988,1,1,Oklahoma,6,Villanova
1988,1,1,Oklahoma,16,Chattanooga
1988,1,1,Oklahoma,1,Arizona
1985,1,1,Oklahoma,5,Louisiana Tech
1985,1,1,Oklahoma,9,Illinois St.
2005,1,3,Oklahoma,14,Niagara
1985,1,1,Oklahoma,16,N.C. A&T
1994,1,4,Oklahoma St.,13,New Mexico St.
1999,1,9,Oklahoma St.,8,Syracuse
2004,1,2,Oklahoma St.,7,Memphis
2004,1,2,Oklahoma St.,15,Eastern Wash.
2004,1,2,Oklahoma St.,1,Saint Joseph's
2004,1,2,Oklahoma St.,3,Pittsburgh
2003,1,2,Pittsburgh,7,Indiana
2008,1,4,Pittsburgh,13,Oral Roberts
2011,1,1,Pittsburgh,16,UNC Asheville
2004,1,3,Pittsburgh,6,Wisconsin
2002,1,3,Pittsburgh,14,Central Conn. St.
2003,1,2,Pittsburgh,15,Wagner
2002,1,3,Pittsburgh,6,California
2004,1,3,Pittsburgh,14,UCF
1996,1,13,Princeton,4,UCLA
1998,1,3,Stanford,11,Western Mich.
2008,1,3,Stanford,14,Cornell
1998,1,3,Stanford,2,Purdue
1998,1,3,Stanford,14,Col. of Charleston
1998,1,3,Stanford,8,Rhode Island
2008,1,3,Stanford,6,Marquette
2014,1,11,Tennessee,14,Mercer
2010,1,6,Tennessee,11,San Diego St.
2014,1,11,Tennessee,6,Massachusetts
2010,1,6,Tennessee,14,Ohio
2014,1,11,Tennessee,11,Iowa
2010,1,6,Tennessee,2,Ohio St.
1994,1,12,Tulsa,5,UCLA
1997,1,5,Tulsa,12,Boston U.
2003,1,13,Tulsa,4,Dayton
1994,1,12,Tulsa,4,Oklahoma St.
1993,1,11,Tulane,6,Kansas St.
1997,1,2,UCLA,7,Xavier
2011,1,7,UCLA,10,Michigan St.
1997,1,2,UCLA,15,Charleston So.
2000,1,6,UCLA,11,Ball St.
2000,1,6,UCLA,3,Maryland
1997,1,2,UCLA,6,Iowa St.
1990,1,9,UC Santa Barbara,8,Houston
2011,1,16,UNC Asheville,16,Little Rock
2002,1,13,UNCW,4,Southern California
2007,1,7,UNLV,10,Georgia Tech
2007,1,7,UNLV,2,Wisconsin
1993,1,8,Utah,9,Pittsburgh
2000,1,8,Utah,9,Saint Louis
2005,1,6,Utah,11,UTEP
2003,1,9,Utah,8,Oregon
2005,1,6,Utah,3,Oklahoma
1992,1,9,UTEP,1,Kansas
1992,1,9,UTEP,8,Evansville
1998,1,13,Valparaiso,12,Florida St.
1998,1,13,Valparaiso,4,Ole Miss
1988,1,6,Villanova,11,Arkansas
2006,1,1,Villanova,8,Arizona
2006,1,1,Villanova,16,Monmouth
1988,1,6,Villanova,2,Kentucky
2006,1,1,Villanova,4,Boston College
1988,1,6,Villanova,3,Illinois
1986,1,10,Villanova,7,Virginia Tech
2004,1,4,Wake Forest,13,VCU
1993,1,5,Wake Forest,12,Chattanooga
1993,1,5,Wake Forest,4,Iowa
2004,1,4,Wake Forest,12,Manhattan
2015,1,7,Wichita St.,2,Kansas
2015,1,7,Wichita St.,10,Indiana
2014,1,1,Wichita St.,16,Cal Poly
2004,1,6,Boston College,11,Utah
1997,1,5,Boston College,12,Valparaiso
1994,1,12,Green Bay,5,California
2004,1,3,Georgia Tech,2,Oklahoma St.
2004,1,3,Georgia Tech,6,Boston College
2004,1,3,Georgia Tech,4,Kansas
2004,1,3,Georgia Tech,10,Nevada
2004,1,3,Georgia Tech,14,UNI
1993,1,12,George Washington,5,New Mexico
1993,1,12,George Washington,13,Southern U.
2003,1,2,Kansas,10,Arizona St.
2003,1,2,Kansas,15,Utah St.
1985,1,3,Kansas,14,Ohio
1996,1,2,Kansas,10,Santa Clara
2003,1,2,Kansas,1,Arizona
2004,1,4,Kansas,13,Ill.-Chicago
2007,1,1,Kansas,16,Niagara
2011,1,1,Kansas,12,Richmond
2007,1,1,Kansas,4,Southern Ill.
2007,1,1,Kansas,8,Kentucky
2004,1,4,Kansas,9,UAB
1996,1,2,Kansas,15,South Carolina St.
2003,1,2,Kansas,3,Duke
2004,1,4,Kansas,12,Pacific
2011,1,1,Kansas,16,Boston U.
1996,1,2,Kansas,3,Arizona
2011,1,1,Kansas,9,Illinois
2003,1,2,Kansas,3,Marquette
1989,1,9,Louisiana Tech,8,La Salle
1985,1,5,Maryland,12,Miami (OH)
2009,1,10,Maryland,7,California
1985,1,5,Maryland,13,Navy
1986,1,5,Maryland,12,Pepperdine
1985,1,7,Notre Dame,10,Oregon St.
2003,1,5,Notre Dame,12,Milwaukee
2011,1,2,Notre Dame,15,Akron
2003,1,5,Notre Dame,4,Illinois
2007,1,8,Kentucky,9,Villanova
1997,1,1,Kentucky,16,Montana
2004,1,1,Kentucky,16,Florida A&M
2006,1,8,Kentucky,9,UAB
1997,1,1,Kentucky,2,Utah
1997,1,1,Kentucky,1,Minnesota
1998,1,2,Kentucky,10,Saint Louis
1998,1,2,Kentucky,3,Utah
1995,1,1,Kentucky,5,Arizona St.
1998,1,2,Kentucky,3,Stanford
1997,1,1,Kentucky,4,Saint Joseph's
1995,1,1,Kentucky,9,Tulane
1998,1,2,Kentucky,6,UCLA
1998,1,2,Kentucky,1,Duke
1998,1,2,Kentucky,15,South Carolina St.
1995,1,1,Kentucky,16,Mt. St. Mary's
1997,1,1,Kentucky,8,Iowa
2007,1,5,Virginia Tech,12,Illinois
1992,1,5,Alabama,12,Stanford
