season,label,seed,school_ncaa,opp_seed,opp_ncaa
1990,0,15,La.-Monroe,2,Purdue
2003,0,8,LSU,9,Purdue
1988,0,9,Memphis,1,Purdue
1988,0,16,Fairleigh Dickinson,1,Purdue
1994,0,16,UCF,1,Purdue
2012,0,7,Saint Mary's (CA),10,Purdue
2010,0,5,Texas A&M,4,Purdue
2015,0,16,North Florida,16,Robert Morris
2014,0,5,VCU,12,SFA
2008,0,4,Vanderbilt,13,Siena
2005,0,10,Saint Mary's (CA),7,Southern Ill.
1985,0,9,Arkansas,1,St. John's (NY)
1985,0,3,NC State,1,St. John's (NY)
1985,0,16,Southern U.,1,St. John's (NY)
1985,0,12,Kentucky,1,St. John's (NY)
2010,0,2,Villanova,10,Saint Mary's (CA)
2010,0,7,Richmond,10,Saint Mary's (CA)
2014,0,14,Western Mich.,3,Syracuse
2009,0,14,SFA,3,Syracuse
2009,0,6,Arizona St.,3,Syracuse
2004,0,12,BYU,5,Syracuse
2004,0,4,Maryland,5,Syracuse
1986,0,8,Jacksonville,9,Temple
2011,0,10,Penn St.,7,Temple
1996,0,7,Michigan,10,Texas
2003,0,7,Michigan St.,1,Texas
2002,0,11,Boston College,6,Texas
1990,0,6,Xavier,10,Texas
1990,0,7,Georgia,10,Texas
1990,0,2,Purdue,10,Texas
2003,0,16,UNC Asheville,1,Texas
2003,0,5,UConn,1,Texas
2003,0,9,Purdue,1,Texas
2002,0,3,Mississippi St.,6,Texas
1995,0,6,Oregon,11,Texas
2011,0,13,Oakland,4,Texas
2005,0,6,LSU,11,UAB
2015,0,3,Iowa St.,14,UAB
1992,0,4,Oklahoma,13,Louisiana
2009,0,2,Oklahoma,1,North Carolina
2009,0,2,Michigan St.,1,North Carolina
2000,0,1,Stanford,8,North Carolina
2000,0,4,Tennessee,8,North Carolina
1990,0,9,Missouri St.,8,North Carolina
2000,0,9,Missouri,8,North Carolina
2009,0,8,LSU,1,North Carolina
2009,0,4,Gonzaga,1,North Carolina
2009,0,3,Villanova,1,North Carolina
2009,0,16,Radford,1,North Carolina
2013,0,9,Villanova,8,North Carolina
2012,0,13,Ohio,1,North Carolina
1990,0,1,Oklahoma,8,North Carolina
2000,0,7,Tulsa,8,North Carolina
2012,0,16,Vermont,1,North Carolina
2012,0,8,Creighton,1,North Carolina
1987,0,10,BYU,7,New Orleans
2012,0,12,California,12,South Fla.
2012,0,5,Temple,12,South Fla.
2007,0,13,Albany (NY),4,Virginia
2012,0,16,Lamar University,16,Vermont
1988,0,2,Pittsburgh,7,Vanderbilt
1988,0,10,Utah St.,7,Vanderbilt
2004,0,3,NC State,6,Vanderbilt
2004,0,11,Western Mich.,6,Vanderbilt
2013,0,12,Akron,5,VCU
1985,0,15,Marshall,2,VCU
2008,0,11,Kansas St.,3,Wisconsin
2008,0,14,Cal St. Fullerton,3,Wisconsin
2009,0,5,Illinois,12,Western Ky.
1998,0,7,Temple,10,West Virginia
1998,0,2,Cincinnati,10,West Virginia
1993,0,8,New Orleans,9,Xavier
2003,0,14,Troy,3,Xavier
1990,0,3,Georgetown,6,Xavier
1990,0,11,Kansas St.,6,Xavier
2007,0,8,BYU,9,Xavier
2014,0,16,Mt. St. Mary's,16,Albany (NY)
1998,0,9,Illinois St.,1,Arizona
2005,0,2,Oklahoma St.,3,Arizona
1997,0,13,South Ala.,4,Arizona
1989,0,16,Robert Morris,1,Arizona
1997,0,1,North Carolina,4,Arizona
2005,0,11,UAB,3,Arizona
2011,0,12,Memphis,5,Arizona
1997,0,10,Providence,4,Arizona
1997,0,12,Col. of Charleston,4,Arizona
1998,0,16,Nicholls St.,1,Arizona
1997,0,1,Kentucky,4,Arizona
2011,0,4,Texas,5,Arizona
1997,0,1,Kansas,4,Arizona
1998,0,4,Maryland,1,Arizona
1989,0,9,Clemson,1,Arizona
2011,0,1,Duke,5,Arizona
2005,0,14,Utah St.,3,Arizona
2010,0,16,Winthrop,16,Ark.-Pine Bluff
2006,0,5,Pittsburgh,13,Bradley
2006,0,4,Kansas,13,Bradley
2006,0,8,Arkansas,9,Bucknell
1999,0,12,Rhode Island,5,Charlotte
1997,0,6,Illinois,14,Chattanooga
1997,0,3,Georgia,14,Chattanooga
1989,0,8,Saint Mary's (CA),9,Clemson
1997,0,5,Maryland,12,Col. of Charleston
2011,0,14,Bucknell,3,UConn
2004,0,6,Vanderbilt,2,UConn
2011,0,4,Kentucky,3,UConn
2004,0,1,Duke,2,UConn
2000,0,12,Utah St.,5,UConn
2011,0,6,Cincinnati,3,UConn
2004,0,3,Georgia Tech,2,UConn
2011,0,5,Arizona,3,UConn
2011,0,8,Butler,3,UConn
2004,0,8,Alabama,2,UConn
2004,0,7,DePaul,2,UConn
2011,0,2,San Diego St.,3,UConn
1995,0,7,Cincinnati,2,UConn
2003,0,12,BYU,5,UConn
1995,0,3,Maryland,2,UConn
2004,0,15,Vermont,2,UConn
1995,0,15,Chattanooga,2,UConn
2003,0,4,Stanford,5,UConn
2012,0,9,Alabama,8,Creighton
2002,0,5,Florida,12,Creighton
1993,0,14,Southern Ill.,3,Duke
1994,0,1,Purdue,2,Duke
1994,0,6,Marquette,2,Duke
2010,0,2,West Virginia,1,Duke
2010,0,3,Baylor,1,Duke
2010,0,16,Ark.-Pine Bluff,1,Duke
2015,0,16,Robert Morris,1,Duke
1994,0,3,Florida,2,Duke
1994,0,7,Michigan St.,2,Duke
1997,0,15,Murray St.,2,Duke
2015,0,1,Wisconsin,1,Duke
2011,0,8,Michigan,1,Duke
2011,0,16,Hampton,1,Duke
2015,0,5,Utah,1,Duke
1994,0,15,Texas Southern,2,Duke
2010,0,5,Butler,1,Duke
2015,0,2,Gonzaga,1,Duke
2010,0,4,Purdue,1,Duke
2015,0,7,Michigan St.,1,Duke
2010,0,8,California,1,Duke
2015,0,8,San Diego St.,1,Duke
1989,0,6,Oregon St.,11,Evansville
2013,0,7,San Diego St.,15,FGCU
2013,0,2,Georgetown,15,FGCU
2001,0,6,Wisconsin,11,Georgia St.
2006,0,14,Xavier,3,Gonzaga
2015,0,7,Iowa,2,Gonzaga
2015,0,15,North Dakota St.,2,Gonzaga
2009,0,12,Western Ky.,4,Gonzaga
2015,0,11,UCLA,2,Gonzaga
2009,0,13,Akron,4,Gonzaga
2006,0,6,Indiana,3,Gonzaga
1987,0,16,Bucknell,1,Georgetown
2015,0,13,Eastern Wash.,4,Georgetown
1992,0,11,South Fla.,6,Georgetown
1990,0,14,Texas Southern,3,Georgetown
2001,0,15,Hampton,10,Georgetown
2008,0,15,UMBC,2,Georgetown
1987,0,5,Kansas,1,Georgetown
1987,0,9,Ohio St.,1,Georgetown
2012,0,14,Belmont,3,Georgetown
2001,0,7,Arkansas,10,Georgetown
1986,0,13,Texas Tech,4,Georgetown
1989,0,2,Indiana,3,Seton Hall
1989,0,11,Evansville,3,Seton Hall
1989,0,14,Missouri St.,3,Seton Hall
1989,0,2,Duke,3,Seton Hall
1989,0,4,UNLV,3,Seton Hall
2001,0,2,Iowa St.,15,Hampton
1998,0,8,Tennessee,9,Illinois St.
2015,0,10,Davidson,7,Iowa
2001,0,8,Georgia Tech,9,Saint Joseph's
2001,0,4,Indiana,13,Kent St.
1999,0,7,Washington,10,Miami (OH)
1999,0,2,Utah,10,Miami (OH)
1994,0,11,Louisiana,6,Marquette
1994,0,3,Kentucky,6,Marquette
2013,0,5,VCU,4,Michigan
2009,0,7,Clemson,10,Michigan
2011,0,9,Tennessee,8,Michigan
2013,0,3,Florida,4,Michigan
1986,0,15,Akron,2,Michigan
2013,0,4,Syracuse,4,Michigan
2013,0,13,South Dakota St.,4,Michigan
2013,0,1,Kansas,4,Michigan
2005,0,4,Boston College,12,Milwaukee
2005,0,5,Alabama,12,Milwaukee
2013,0,6,UCLA,11,Minnesota
1999,0,8,Villanova,9,Ole Miss
1995,0,9,Indiana,8,Missouri
1987,0,4,Clemson,13,Missouri St.
1995,0,4,Utah,5,Mississippi St.
1995,0,12,Santa Clara,5,Mississippi St.
2002,0,14,McNeese,3,Mississippi St.
1988,0,3,NC State,14,Murray St.
1986,0,11,Iowa,6,NC State
1986,0,14,Little Rock,6,NC State
2012,0,6,San Diego St.,11,NC State
2012,0,3,Georgetown,11,NC State
2004,0,14,Louisiana,3,NC State
1985,0,14,Nevada,3,NC State
1985,0,7,Alabama,3,NC State
1986,0,7,Iowa St.,6,NC State
1985,0,11,UTEP,3,NC State
1992,0,13,Louisiana,12,New Mexico St.
1992,0,5,DePaul,12,New Mexico St.
2012,0,4,Michigan,13,Ohio
2012,0,12,South Fla.,13,Ohio
1990,0,16,Towson,1,Oklahoma
1999,0,4,Arizona,13,Oklahoma
2009,0,15,Morgan St.,2,Oklahoma
2009,0,10,Michigan,2,Oklahoma
1999,0,5,Charlotte,13,Oklahoma
2009,0,3,Syracuse,2,Oklahoma
2005,0,15,Southeastern La.,2,Oklahoma St.
1993,0,12,Marquette,5,Oklahoma St.
2005,0,7,Southern Ill.,2,Oklahoma St.
1987,0,3,Illinois,14,Austin Peay
2014,0,8,Colorado,9,Pittsburgh
2006,0,12,Kent St.,5,Pittsburgh
1991,0,11,Georgia,6,Pittsburgh
1988,0,15,Eastern Mich.,2,Pittsburgh
1987,0,2,Alabama,6,Providence
1997,0,7,Marquette,10,Providence
1987,0,11,UAB,6,Providence
1997,0,14,Chattanooga,10,Providence
1997,0,2,Duke,10,Providence
1987,0,14,Austin Peay,6,Providence
1987,0,1,Georgetown,6,Providence
2011,0,15,Northern Colo.,2,San Diego St.
2015,0,9,St. John's (NY),8,San Diego St.
2011,0,7,Temple,2,San Diego St.
2013,0,10,Oklahoma,7,San Diego St.
2004,0,16,UTSA,1,Stanford
2001,0,16,UNCG,1,Stanford
2014,0,2,Kansas,10,Stanford
2002,0,9,Western Ky.,8,Stanford
2003,0,13,San Diego,4,Stanford
2001,0,5,Cincinnati,1,Stanford
2001,0,9,Saint Joseph's,1,Stanford
2000,0,16,South Carolina St.,1,Stanford
2014,0,7,New Mexico,10,Stanford
2000,0,13,Louisiana,4,Tennessee
2000,0,5,UConn,4,Tennessee
2007,0,4,Virginia,5,Tennessee
2007,0,12,Long Beach St.,5,Tennessee
2000,0,6,Miami (FL),7,Tulsa
2000,0,10,UNLV,7,Tulsa
2000,0,2,Cincinnati,7,Tulsa
2007,0,14,Penn,3,Texas A&M
2007,0,6,Louisville,3,Texas A&M
2010,0,12,Utah St.,5,Texas A&M
1986,0,3,Notre Dame,14,Little Rock
1995,0,8,Missouri,1,UCLA
2006,0,10,Alabama,2,UCLA
1992,0,8,Louisville,1,UCLA
1995,0,5,Mississippi St.,1,UCLA
1995,0,2,Arkansas,1,UCLA
1992,0,16,Robert Morris,1,UCLA
1995,0,4,Oklahoma St.,1,UCLA
2006,0,4,LSU,2,UCLA
1995,0,2,UConn,1,UCLA
2014,0,12,SFA,4,UCLA
1995,0,16,FIU,1,UCLA
2006,0,15,Belmont,2,UCLA
2006,0,3,Gonzaga,2,UCLA
2014,0,13,Tulsa,4,UCLA
2015,0,14,UAB,11,UCLA
2015,0,6,SMU,11,UCLA
1992,0,12,New Mexico St.,1,UCLA
2006,0,1,Memphis,2,UCLA
2003,0,16,Texas Southern,16,UNC Asheville
1989,0,12,DePaul,4,UNLV
1985,0,13,San Diego St.,4,UNLV
1989,0,1,Arizona,4,UNLV
1989,0,13,Idaho,4,UNLV
2008,0,9,Kent St.,8,UNLV
2015,0,12,SFA,5,Utah
1996,0,5,Iowa St.,4,Utah
2015,0,4,Georgetown,5,Utah
1998,0,1,North Carolina,3,Utah
1999,0,15,Arkansas St.,2,Utah
1998,0,14,San Francisco,3,Utah
1998,0,10,West Virginia,3,Utah
1998,0,1,Arizona,3,Utah
1998,0,6,Arkansas,3,Utah
1996,0,13,Canisius,4,Utah
1995,0,13,Long Beach St.,4,Utah
1989,0,10,LSU,7,UTEP
1985,0,6,Tulsa,11,UTEP
2010,0,15,Robert Morris,2,Villanova
2008,0,5,Clemson,12,Villanova
2008,0,13,Siena,12,Villanova
1996,0,14,Portland,3,Villanova
1991,0,12,Louisiana Tech,5,Wake Forest
1996,0,10,Texas,2,Wake Forest
1996,0,15,La.-Monroe,2,Wake Forest
1994,0,12,Col. of Charleston,5,Wake Forest
1996,0,6,Louisville,2,Wake Forest
2002,0,10,Pepperdine,7,Wake Forest
1985,0,3,Duke,11,Boston College
1996,0,6,Indiana,11,Boston College
2006,0,13,Pacific,4,Boston College
1985,0,6,Texas Tech,11,Boston College
2006,0,12,Montana,4,Boston College
2014,0,16,Texas Southern,16,Cal Poly
1996,0,11,Boston College,3,Georgia Tech
1986,0,10,Villanova,2,Georgia Tech
1996,0,14,Austin Peay,3,Georgia Tech
1986,0,15,Marist,2,Georgia Tech
2010,0,7,Oklahoma St.,10,Georgia Tech
1990,0,6,Minnesota,4,Georgia Tech
1990,0,1,Michigan St.,4,Georgia Tech
1991,0,9,DePaul,8,Georgia Tech
1990,0,13,ETSU,4,Georgia Tech
1992,0,10,Houston,7,Georgia Tech
1992,0,2,Southern California,7,Georgia Tech
1990,0,5,LSU,4,Georgia Tech
1998,0,16,Prairie View,1,Kansas
2001,0,13,CSUN,4,Kansas
2015,0,15,New Mexico St.,2,Kansas
2009,0,11,Dayton,3,Kansas
1995,0,8,Western Ky.,1,Kansas
2010,0,16,Lehigh,1,Kansas
2001,0,5,Syracuse,4,Kansas
1995,0,16,Colgate,1,Kansas
2009,0,14,North Dakota St.,3,Kansas
1992,0,16,Howard,1,Kansas
1985,0,12,Pittsburgh,5,Louisiana Tech
1985,0,4,Ohio St.,5,Louisiana Tech
2007,0,13,Davidson,4,Maryland
1999,0,15,Valparaiso,2,Maryland
2015,0,13,Valparaiso,4,Maryland
1994,0,7,Saint Louis,10,Maryland
1988,0,10,UC Santa Barbara,7,Maryland
1999,0,10,Creighton,2,Maryland
2000,0,14,Iona,3,Maryland
1994,0,2,Massachusetts,10,Maryland
2010,0,13,Houston,4,Maryland
2015,0,6,Butler,3,Notre Dame
2015,0,7,Wichita St.,3,Notre Dame
2001,0,11,Xavier,6,Notre Dame
2002,0,9,Charlotte,8,Notre Dame
2015,0,14,Northeastern,3,Notre Dame
2003,0,9,Utah,1,Kentucky
1988,0,15,Southern U.,2,Kentucky
2005,0,7,Cincinnati,2,Kentucky
2005,0,15,Eastern Ky.,2,Kentucky
1993,0,8,Utah,1,Kentucky
2005,0,6,Utah,2,Kentucky
2015,0,16,Hampton,1,Kentucky
2014,0,2,Michigan,8,Kentucky
2012,0,16,Western Ky.,1,Kentucky
1988,0,7,Maryland,2,Kentucky
2014,0,4,Louisville,8,Kentucky
2000,0,12,St. Bonaventure,5,Kentucky
1986,0,16,Davidson,1,Kentucky
2012,0,4,Indiana,1,Kentucky
2012,0,8,Iowa St.,1,Kentucky
2003,0,5,Wisconsin,1,Kentucky
1993,0,16,Rider,1,Kentucky
2003,0,16,IUPUI,1,Kentucky
2012,0,2,Kansas,1,Kentucky
2015,0,5,West Virginia,1,Kentucky
1986,0,5,Alabama,1,Kentucky
1993,0,3,Florida St.,1,Kentucky
2012,0,3,Baylor,1,Kentucky
2014,0,1,Wichita St.,8,Kentucky
2015,0,8,Cincinnati,1,Kentucky
1993,0,5,Wake Forest,1,Kentucky
2014,0,2,Wisconsin,8,Kentucky
2015,0,3,Notre Dame,1,Kentucky
2014,0,9,Kansas St.,8,Kentucky
2012,0,4,Louisville,1,Kentucky
1986,0,8,Western Ky.,1,Kentucky
1986,0,12,Xavier,5,Alabama
2002,0,15,Fla. Atlantic,2,Alabama
1986,0,4,Illinois,5,Alabama
1994,0,3,Michigan,1,Arkansas
1989,0,12,Loyola Marymount,5,Arkansas
1994,0,12,Tulsa,1,Arkansas
1994,0,16,N.C. A&T,1,Arkansas
1995,0,4,Virginia,2,Arkansas
1994,0,9,Georgetown,1,Arkansas
1995,0,2,North Carolina,2,Arkansas
1994,0,2,Arizona,1,Arkansas
1995,0,7,Syracuse,2,Arkansas
1994,0,2,Duke,1,Arkansas
1992,0,14,Murray St.,3,Arkansas
1995,0,15,Texas Southern,2,Arkansas
1995,0,6,Memphis,2,Arkansas
1988,0,9,Bradley,8,Auburn
1999,0,16,Winthrop,1,Auburn
2000,0,10,Creighton,7,Auburn
1987,0,9,San Diego,8,Auburn
1999,0,9,Oklahoma St.,1,Auburn
2012,0,10,Xavier,3,Baylor
2012,0,14,South Dakota St.,3,Baylor
2012,0,11,Colorado,3,Baylor
2001,0,7,Wake Forest,10,Butler
2011,0,4,Wisconsin,8,Butler
2007,0,4,Maryland,5,Butler
2011,0,2,Florida,8,Butler
2007,0,12,Old Dominion,5,Butler
2011,0,9,Old Dominion,8,Butler
2015,0,11,Texas,6,Butler
2011,0,11,VCU,8,Butler
2011,0,1,Pittsburgh,8,Butler
2011,0,14,Wofford,3,BYU
1988,0,13,Charlotte,4,BYU
2011,0,11,Gonzaga,3,BYU
2002,0,11,Penn,6,California
2005,0,10,Iowa,7,Cincinnati
2015,0,9,Purdue,8,Cincinnati
1997,0,14,Butler,3,Cincinnati
1992,0,6,Memphis,4,Cincinnati
1992,0,5,Michigan St.,4,Cincinnati
1996,0,15,UNCG,2,Cincinnati
1996,0,3,Georgia Tech,2,Cincinnati
1992,0,13,Delaware,4,Cincinnati
1996,0,7,Temple,2,Cincinnati
1992,0,9,UTEP,4,Cincinnati
2013,0,9,Missouri,8,Colorado St.
1989,0,7,Florida,10,Colorado St.
2009,0,6,West Virginia,11,Dayton
1987,0,14,Louisiana Tech,3,DePaul
1987,0,6,St. John's (NY),3,DePaul
1998,0,7,St. John's (NY),10,Detroit Mercy
1999,0,5,UCLA,12,Detroit Mercy
1996,0,8,Duke,9,Eastern Mich.
2006,0,2,UCLA,3,Florida
2006,0,7,Georgetown,3,Florida
2007,0,2,UCLA,1,Florida
2011,0,15,UC Santa Barbara,2,Florida
2006,0,11,George Mason,3,Florida
2007,0,3,Oregon,1,Florida
2007,0,5,Butler,1,Florida
2007,0,16,Jackson St.,1,Florida
2011,0,3,BYU,2,Florida
2006,0,1,Villanova,3,Florida
2011,0,7,UCLA,2,Florida
2007,0,9,Purdue,1,Florida
2007,0,1,Ohio St.,1,Florida
2006,0,14,South Ala.,3,Florida
2006,0,11,Milwaukee,3,Florida
1993,0,11,Tulane,3,Florida St.
1993,0,14,Evansville,3,Florida St.
1993,0,7,Western Ky.,3,Florida St.
1998,0,5,TCU,12,Florida St.
2001,0,4,Kansas,1,Illinois
2001,0,16,Northwestern St.,1,Illinois
1989,0,9,Ball St.,1,Illinois
1989,0,16,McNeese,1,Illinois
1989,0,4,Louisville,1,Illinois
2001,0,9,Charlotte,1,Illinois
1989,0,2,Syracuse,1,Illinois
1986,0,13,Fairfield,4,Illinois
1988,0,14,UTSA,3,Illinois
2002,0,10,Kent St.,5,Indiana
2002,0,1,Duke,5,Indiana
2002,0,2,Oklahoma,5,Indiana
1987,0,10,LSU,1,Indiana
2003,0,10,Alabama,7,Indiana
1999,0,11,George Washington,6,Indiana
2012,0,13,New Mexico St.,4,Indiana
1987,0,16,Fairfield,1,Indiana
1987,0,8,Auburn,1,Indiana
1987,0,1,UNLV,1,Indiana
2012,0,12,VCU,4,Indiana
2002,0,12,Utah,5,Indiana
1987,0,2,Syracuse,1,Indiana
1987,0,5,Duke,1,Indiana
2002,0,13,UNCW,5,Indiana
1997,0,3,Cincinnati,6,Iowa St.
2000,0,15,Central Conn. St.,2,Iowa St.
2012,0,9,UConn,8,Iowa St.
1997,0,11,Illinois St.,6,Iowa St.
2000,0,6,UCLA,2,Iowa St.
2000,0,7,Auburn,2,Iowa St.
2011,0,12,Utah St.,5,Kansas St.
2012,0,2,Duke,15,Lehigh
2013,0,2,Duke,1,Louisville
1988,0,4,BYU,5,Louisville
2014,0,13,Manhattan,4,Louisville
2013,0,4,Michigan,1,Louisville
1989,0,5,Arkansas,4,Louisville
2014,0,5,Saint Louis,4,Louisville
2013,0,8,Colorado St.,1,Louisville
2013,0,9,Wichita St.,1,Louisville
1988,0,12,Oregon St.,5,Louisville
2009,0,9,Siena,1,Louisville
2009,0,16,Morehead St.,1,Louisville
2013,0,12,Oregon,1,Louisville
1989,0,13,Little Rock,4,Louisville
2009,0,12,Arizona,1,Louisville
2013,0,16,N.C. A&T,1,Louisville
1986,0,3,Memphis,11,LSU
1990,0,12,Villanova,5,LSU
1987,0,3,DePaul,10,LSU
1986,0,1,Kentucky,11,LSU
1986,0,2,Georgia Tech,11,LSU
1987,0,7,Georgia Tech,10,LSU
1986,0,6,Purdue,11,LSU
1987,0,2,Temple,10,LSU
2004,0,5,Florida,12,Manhattan
2013,0,11,Saint Mary's (CA),6,Memphis
1995,0,3,Purdue,6,Memphis
2008,0,5,Michigan St.,1,Memphis
1985,0,1,Oklahoma,2,Memphis
2008,0,16,UT Arlington,1,Memphis
1992,0,3,Arkansas,6,Memphis
2008,0,2,Texas,1,Memphis
2008,0,1,UCLA,1,Memphis
1985,0,7,UAB,2,Memphis
1985,0,11,Boston College,2,Memphis
1992,0,11,Pepperdine,6,Memphis
1986,0,14,Ball St.,3,Memphis
2008,0,8,Mississippi St.,1,Memphis
2004,0,10,South Carolina,7,Memphis
1992,0,7,Georgia Tech,6,Memphis
1985,0,15,Penn,2,Memphis
1995,0,11,Louisville,6,Memphis
2014,0,3,Duke,14,Mercer
2008,0,10,Saint Mary's (CA),7,Miami (FL)
2000,0,8,Wisconsin,1,Michigan St.
2000,0,2,Iowa St.,1,Michigan St.
2005,0,12,Old Dominion,5,Michigan St.
2005,0,2,Kentucky,5,Michigan St.
2010,0,6,Tennessee,5,Michigan St.
2005,0,13,Vermont,5,Michigan St.
2010,0,4,Maryland,5,Michigan St.
2005,0,1,Duke,5,Michigan St.
1990,0,9,UC Santa Barbara,1,Michigan St.
2010,0,12,New Mexico St.,5,Michigan St.
2009,0,15,Robert Morris,2,Michigan St.
2013,0,6,Memphis,3,Michigan St.
2009,0,10,Southern California,2,Michigan St.
2008,0,4,Pittsburgh,5,Michigan St.
1990,0,16,Murray St.,1,Michigan St.
2008,0,12,Temple,5,Michigan St.
2000,0,4,Syracuse,1,Michigan St.
2000,0,8,Utah,1,Michigan St.
2009,0,3,Kansas,2,Michigan St.
2009,0,1,Louisville,2,Michigan St.
2000,0,16,Valparaiso,1,Michigan St.
1992,0,12,Missouri St.,5,Michigan St.
2009,0,1,UConn,2,Michigan St.
2010,0,9,UNI,5,Michigan St.
2000,0,5,Florida,1,Michigan St.
2013,0,14,Valparaiso,3,Michigan St.
2007,0,11,Winthrop,3,Oregon
2013,0,4,Saint Louis,12,Oregon
2013,0,5,Oklahoma St.,12,Oregon
2007,0,7,UNLV,3,Oregon
2007,0,14,Miami (OH),3,Oregon
1999,0,3,St. John's (NY),4,Ohio St.
1999,0,12,Detroit Mercy,4,Ohio St.
2010,0,10,Georgia Tech,2,Ohio St.
1985,0,13,Iowa St.,4,Ohio St.
1991,0,8,Georgia Tech,1,Ohio St.
1999,0,1,Auburn,4,Ohio St.
1999,0,13,Murray St.,4,Ohio St.
2010,0,15,UC Santa Barbara,2,Ohio St.
2006,0,15,Davidson,2,Ohio St.
1991,0,16,Towson,1,Ohio St.
1995,0,14,Green Bay,3,Purdue
1998,0,15,Delaware,2,Purdue
1998,0,10,Detroit Mercy,2,Purdue
2007,0,8,Arizona,9,Purdue
2009,0,8,Ohio St.,9,Siena
1999,0,2,Maryland,3,St. John's (NY)
1999,0,14,Samford,3,St. John's (NY)
1999,0,6,Indiana,3,St. John's (NY)
1987,0,11,Wichita St.,6,St. John's (NY)
1991,0,1,Ohio St.,4,St. John's (NY)
1991,0,13,Northern Ill.,4,St. John's (NY)
1991,0,5,Texas,4,St. John's (NY)
2014,0,12,NC State,5,Saint Louis
2013,0,13,New Mexico St.,4,Saint Louis
2013,0,11,Middle Tenn.,11,Saint Mary's (CA)
1995,0,10,Southern Ill.,7,Syracuse
1989,0,15,Bucknell,2,Syracuse
2001,0,12,Hawaii,5,Syracuse
2000,0,13,Samford,4,Syracuse
1989,0,10,Colorado St.,2,Syracuse
1990,0,15,Coppin St.,2,Syracuse
2000,0,5,Kentucky,4,Syracuse
1990,0,7,Virginia,2,Syracuse
1989,0,3,Missouri,2,Syracuse
1996,0,10,Oklahoma,7,Temple
1997,0,8,Ole Miss,9,Temple
1987,0,15,Southern U.,2,Temple
2008,0,15,Austin Peay,2,Texas
2014,0,10,Arizona St.,7,Texas
2008,0,3,Stanford,2,Texas
1994,0,11,Western Ky.,6,Texas
1989,0,6,Georgia Tech,11,Texas
2008,0,7,Miami (FL),2,Texas
1991,0,12,Saint Peter's,5,Texas
2004,0,9,Charlotte,8,Texas Tech
1985,0,10,Michigan St.,7,UAB
1990,0,3,Missouri,14,UNI
2010,0,1,Kansas,9,UNI
2010,0,8,UNLV,9,UNI
1998,0,13,Valparaiso,8,Rhode Island
1998,0,1,Kansas,8,Rhode Island
1998,0,9,Murray St.,8,Rhode Island
1992,0,15,La.-Monroe,2,Southern California
2009,0,7,Boston College,10,Southern California
1995,0,1,Kansas,4,Virginia
1990,0,10,Notre Dame,7,Virginia
1995,0,13,Nicholls St.,4,Virginia
1995,0,12,Miami (OH),4,Virginia
2005,0,4,Syracuse,13,Vermont
2012,0,5,Wichita St.,12,VCU
2007,0,6,Notre Dame,11,Winthrop
2003,0,13,Tulsa,5,Wisconsin
2011,0,5,Kansas St.,4,Wisconsin
2003,0,12,Weber St.,5,Wisconsin
2004,0,11,Richmond,6,Wisconsin
2011,0,13,Belmont,4,Wisconsin
2007,0,15,A&M-Corpus Christi,2,Wisconsin
2012,0,16,Mississippi Val.,16,Western Ky.
1986,0,9,Nebraska,8,Western Ky.
1995,0,9,Michigan,8,Western Ky.
1993,0,2,Seton Hall,7,Western Ky.
1993,0,10,Memphis,7,Western Ky.
1998,0,6,Clemson,11,Western Mich.
2015,0,4,Maryland,5,West Virginia
2015,0,12,Buffalo,5,West Virginia
1991,0,3,Nebraska,14,Xavier
2012,0,7,Notre Dame,10,Xavier
1997,0,10,Vanderbilt,7,Xavier
2012,0,15,Lehigh,10,Xavier
1987,0,4,Missouri,13,Xavier
2009,0,5,Utah,12,Arizona
2001,0,1,Illinois,2,Arizona
2001,0,15,Eastern Ill.,2,Arizona
2006,0,9,Wisconsin,8,Arizona
2001,0,10,Butler,2,Arizona
2001,0,3,Ole Miss,2,Arizona
2009,0,13,Cleveland St.,12,Arizona
2001,0,1,Michigan St.,2,Arizona
1989,0,8,Pittsburgh,9,Ball St.
2001,0,8,Tennessee,9,Charlotte
1997,0,13,Miami (OH),4,Clemson
1997,0,5,Tulsa,4,Clemson
2009,0,4,Wake Forest,13,Cleveland St.
2012,0,6,UNLV,11,Colorado
1991,0,14,Xavier,11,UConn
1996,0,9,Eastern Mich.,1,UConn
1996,0,16,Colgate,1,UConn
1991,0,6,LSU,11,UConn
2013,0,10,Cincinnati,7,Creighton
1999,0,7,Louisville,10,Creighton
2002,0,8,Notre Dame,1,Duke
1991,0,4,St. John's (NY),2,Duke
2005,0,9,Mississippi St.,1,Duke
1991,0,1,UNLV,2,Duke
1991,0,7,Iowa,2,Duke
1987,0,13,Xavier,5,Duke
2005,0,16,Delaware St.,1,Duke
1991,0,15,La.-Monroe,2,Duke
1985,0,14,Pepperdine,3,Duke
2002,0,16,Winthrop,1,Duke
1987,0,12,Texas A&M,5,Duke
2013,0,3,Michigan St.,2,Duke
2013,0,7,Creighton,2,Duke
1991,0,3,Kansas,2,Duke
2013,0,15,Albany (NY),2,Duke
1991,0,11,UConn,2,Duke
2011,0,6,St. John's (NY),11,Gonzaga
2006,0,2,Ohio St.,7,Georgetown
2006,0,10,UNI,7,Georgetown
1994,0,8,Illinois,9,Georgetown
1993,0,15,Tennessee St.,2,Seton Hall
